order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260728-0001,2026-07-28,S008,NP5044,2,155.01,20,ship_from_store,Y
20260728-0002,2026-07-28,S003,NP5072,1,755.47,5,ship_from_store,Y
20260728-0003,2026-07-28,S008,NP5044,3,193.76,0,ship_from_store,N
20260728-0004,2026-07-28,S001,NP5067,2,247.56,0,in_store,Y
20260728-0005,2026-07-28,S007,NP5008,3,148.91,15,pickup,Y
20260728-0006,2026-07-28,S003,NP5003,1,375.39,15,in_store,Y
20260728-0007,2026-07-28,S006,NP5069,2,210.19,5,in_store,Y
20260728-0008,2026-07-28,S002,NP5013,1,99.43,0,in_store,Y
20260728-0009,2026-07-28,S003,NP5032,2,160.34,20,in_store,Y
20260728-0010,2026-07-28,S008,NP5020,1,207.39,0,in_store,Y
20260728-0011,2026-07-28,S004,NP5007,1,109.09,0,in_store,Y
20260728-0012,2026-07-28,S007,NP5038,1,198.18,0,in_store,Y
20260728-0013,2026-07-28,S001,NP5031,1,145.81,15,in_store,Y
20260728-0014,2026-07-28,S001,NP5012,3,120.05,0,in_store,Y
20260728-0015,2026-07-28,S008,NP5016,3,648.67,0,pickup,Y
20260728-0016,2026-07-28,S005,NP5059,1,108.91,0,pickup,N
20260728-0017,2026-07-28,S003,NP5016,1,648.67,0,pickup,Y
20260728-0018,2026-07-28,S003,NP5014,2,180.27,15,pickup,Y
20260728-0019,2026-07-28,S001,NP5073,4,91.38,0,pickup,Y
20260728-0020,2026-07-28,S007,NP5036,2,148.63,5,pickup,N
20260728-0021,2026-07-28,S006,NP5044,1,184.07,5,in_store,Y
20260728-0022,2026-07-28,S007,NP5017,2,63.28,0,in_store,Y
20260728-0023,2026-07-28,S006,NP5032,1,200.43,0,in_store,Y
20260728-0024,2026-07-28,S003,NP5050,4,74.44,0,pickup,Y
20260728-0025,2026-07-28,S004,NP5042,1,95.51,15,ship_from_store,Y
20260728-0026,2026-07-28,S003,NP5072,2,715.71,10,in_store,Y
20260728-0027,2026-07-28,S007,NP5076,4,149.26,5,ship_from_store,Y
20260728-0028,2026-07-28,S005,NP5008,2,166.43,5,in_store,Y
20260728-0029,2026-07-28,S005,NP5057,4,339.67,15,in_store,Y
20260728-0030,2026-07-28,S002,NP5002,1,205.57,0,in_store,N
20260728-0031,2026-07-28,S007,NP5051,2,364.67,15,in_store,Y
20260728-0032,2026-07-28,S002,NP5076,2,125.7,20,in_store,Y
20260728-0033,2026-07-28,S006,NP5025,1,115.3,5,pickup,Y
20260728-0034,2026-07-28,S005,NP5042,4,95.51,15,in_store,Y
20260728-0035,2026-07-28,S006,NP5023,2,144.84,0,in_store,Y
20260728-0036,2026-07-28,S006,NP5052,2,359.25,5,in_store,Y
20260728-0037,2026-07-28,S006,NP5008,1,148.91,15,ship_from_store,Y
20260728-0038,2026-07-28,S005,NP5040,1,107.52,0,pickup,Y
20260728-0039,2026-07-28,S005,NP5069,2,188.06,15,in_store,Y
20260728-0040,2026-07-28,S004,NP5009,1,118.72,0,pickup,Y
20260728-0041,2026-07-28,S004,NP5015,1,190.74,0,ship_from_store,Y
20260728-0042,2026-07-28,S002,NP5064,1,524.54,20,ship_from_store,Y
20260728-0043,2026-07-28,S006,NP5034,1,168.67,0,in_store,Y
20260728-0044,2026-07-28,S001,NP5020,2,207.39,0,ship_from_store,Y
20260728-0045,2026-07-28,S008,NP5029,2,110.19,10,in_store,Y
20260728-0046,2026-07-28,S005,NP5063,1,77.22,0,in_store,Y
20260728-0047,2026-07-28,S004,NP5013,1,89.49,10,ship_from_store,Y
20260728-0048,2026-07-28,S008,NP5026,2,122.26,5,in_store,Y
20260728-0049,2026-07-28,S005,NP5003,1,441.63,0,ship_from_store,Y
20260728-0050,2026-07-28,S006,NP5065,1,86.14,20,in_store,Y
20260728-0051,2026-07-28,S008,NP5030,3,102.85,20,in_store,N
20260728-0052,2026-07-28,S003,NP5060,2,133.32,20,pickup,N
20260728-0053,2026-07-28,S004,NP5025,1,97.1,20,in_store,Y
20260728-0054,2026-07-28,S004,NP5026,4,128.7,0,pickup,Y
20260728-0055,2026-07-28,S003,NP5067,2,247.56,0,ship_from_store,Y
20260728-0056,2026-07-28,S006,NP5044,1,164.7,15,in_store,Y
20260728-0057,2026-07-28,S007,NP5066,1,100.98,0,ship_from_store,N
20260728-0058,2026-07-28,S006,NP5059,1,108.91,0,in_store,Y
20260728-0059,2026-07-28,S002,NP5057,4,359.65,10,in_store,N
20260728-0060,2026-07-28,S005,NP5072,4,795.23,0,pickup,Y
20260728-0061,2026-07-28,S006,NP5060,2,166.65,0,ship_from_store,Y
20260728-0062,2026-07-28,S001,NP5007,2,103.64,5,pickup,Y
20260728-0063,2026-07-28,S004,NP5062,3,163.29,0,in_store,Y
20260728-0064,2026-07-28,S004,NP5006,2,44.3,20,in_store,Y
20260728-0065,2026-07-28,S001,NP5062,1,163.29,0,in_store,Y
20260728-0066,2026-07-28,S004,NP5060,4,158.32,5,in_store,Y
20260728-0067,2026-07-28,S002,NP5004,1,87.17,20,in_store,Y
20260728-0068,2026-07-28,S004,NP5008,1,157.67,10,in_store,Y
20260728-0069,2026-07-28,S002,NP5007,4,103.64,5,pickup,N
20260728-0070,2026-07-28,S006,NP5004,3,108.96,0,in_store,Y
20260728-0071,2026-07-28,S006,NP5073,2,91.38,0,in_store,Y
20260728-0072,2026-07-28,S003,NP5076,2,141.41,10,in_store,Y
20260728-0073,2026-07-28,S003,NP5006,1,44.3,20,in_store,Y
20260728-0074,2026-07-28,S001,NP5060,2,141.65,15,in_store,Y
20260728-0075,2026-07-28,S008,NP5066,1,95.93,5,in_store,Y
20260728-0076,2026-07-28,S003,NP5018,1,150.17,0,in_store,Y
20260728-0077,2026-07-28,S006,NP5021,1,73.7,0,in_store,N
20260728-0078,2026-07-28,S004,NP5022,4,348.76,10,in_store,Y
20260728-0079,2026-07-28,S007,NP5031,2,137.23,20,pickup,Y
20260728-0080,2026-07-28,S006,NP5066,2,80.78,20,in_store,N
20260728-0081,2026-07-28,S008,NP5072,1,675.95,15,in_store,Y
20260728-0082,2026-07-28,S004,NP5048,3,58.16,20,in_store,Y
20260728-0083,2026-07-28,S008,NP5064,1,524.54,20,in_store,Y
20260728-0084,2026-07-28,S005,NP5040,3,107.52,0,in_store,Y
20260728-0085,2026-07-28,S002,NP5075,1,219.82,20,pickup,N
20260728-0086,2026-07-28,S007,NP5006,2,49.84,10,ship_from_store,Y
20260728-0087,2026-07-28,S003,NP5067,2,247.56,0,in_store,Y
20260728-0088,2026-07-28,S004,NP5059,1,103.46,5,pickup,Y
20260728-0089,2026-07-28,S008,NP5004,3,108.96,0,ship_from_store,Y
20260728-0090,2026-07-28,S001,NP5055,2,279.48,0,in_store,Y
20260728-0091,2026-07-28,S008,NP5045,1,326.37,5,ship_from_store,Y
20260728-0092,2026-07-28,S005,NP5055,2,251.53,10,pickup,N
20260728-0093,2026-07-28,S001,NP5043,1,237.41,0,in_store,Y
20260728-0094,2026-07-28,S001,NP5048,1,58.16,20,in_store,N
20260728-0095,2026-07-28,S001,NP5049,1,223.44,0,in_store,Y
20260728-0096,2026-07-28,S003,NP5054,1,72.66,0,in_store,Y
20260728-0097,2026-07-28,S004,NP5076,2,133.55,15,in_store,Y
20260728-0098,2026-07-28,S002,NP5003,4,375.39,15,in_store,Y
20260728-0099,2026-07-28,S008,NP5015,1,190.74,0,pickup,Y
20260728-0100,2026-07-28,S002,NP5048,3,72.7,0,in_store,N
20260728-0101,2026-07-28,S006,NP5016,1,648.67,0,pickup,N
