order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260729-0001,2026-07-29,S005,NP5047,1,58.07,0,ship_from_store,N
20260729-0002,2026-07-29,S004,NP5075,2,274.77,0,in_store,N
20260729-0003,2026-07-29,S004,NP5011,2,132.66,0,pickup,N
20260729-0004,2026-07-29,S006,NP5055,3,223.58,20,in_store,Y
20260729-0005,2026-07-29,S001,NP5067,1,247.56,0,in_store,Y
20260729-0006,2026-07-29,S003,NP5027,1,93.13,0,pickup,Y
20260729-0007,2026-07-29,S006,NP5011,1,126.03,5,pickup,N
20260729-0008,2026-07-29,S001,NP5012,2,120.05,0,pickup,N
20260729-0009,2026-07-29,S004,NP5063,2,65.64,15,in_store,Y
20260729-0010,2026-07-29,S005,NP5068,1,77.68,10,in_store,Y
20260729-0011,2026-07-29,S007,NP5029,1,110.19,10,pickup,N
20260729-0012,2026-07-29,S003,NP5020,2,207.39,0,pickup,Y
20260729-0013,2026-07-29,S002,NP5053,1,111.73,0,in_store,Y
20260729-0014,2026-07-29,S004,NP5029,2,122.43,0,in_store,N
20260729-0015,2026-07-29,S007,NP5055,1,279.48,0,pickup,Y
20260729-0016,2026-07-29,S004,NP5067,2,210.43,15,in_store,N
20260729-0017,2026-07-29,S002,NP5023,3,123.11,15,pickup,Y
20260729-0018,2026-07-29,S001,NP5029,2,122.43,0,in_store,Y
20260729-0019,2026-07-29,S003,NP5065,2,96.9,10,ship_from_store,Y
20260729-0020,2026-07-29,S001,NP5048,1,72.7,0,pickup,Y
20260729-0021,2026-07-29,S002,NP5026,3,128.7,0,in_store,Y
20260729-0022,2026-07-29,S004,NP5010,1,527.8,5,in_store,N
20260729-0023,2026-07-29,S007,NP5023,2,115.87,20,in_store,Y
20260729-0024,2026-07-29,S003,NP5003,3,441.63,0,ship_from_store,Y
20260729-0025,2026-07-29,S003,NP5012,2,108.05,10,in_store,Y
20260729-0026,2026-07-29,S006,NP5024,2,88.37,0,in_store,Y
20260729-0027,2026-07-29,S007,NP5071,1,176.04,20,pickup,N
20260729-0028,2026-07-29,S002,NP5011,1,132.66,0,in_store,Y
20260729-0029,2026-07-29,S001,NP5059,3,108.91,0,pickup,Y
20260729-0030,2026-07-29,S003,NP5048,3,65.43,10,ship_from_store,Y
20260729-0031,2026-07-29,S003,NP5030,1,128.56,0,in_store,Y
20260729-0032,2026-07-29,S005,NP5008,1,148.91,15,in_store,Y
20260729-0033,2026-07-29,S006,NP5016,2,616.24,5,pickup,N
20260729-0034,2026-07-29,S002,NP5062,1,163.29,0,in_store,N
20260729-0035,2026-07-29,S005,NP5071,1,209.05,5,in_store,N
20260729-0036,2026-07-29,S003,NP5057,1,379.63,5,in_store,Y
20260729-0037,2026-07-29,S003,NP5070,2,143.21,0,in_store,Y
20260729-0038,2026-07-29,S005,NP5014,1,201.48,5,in_store,Y
20260729-0039,2026-07-29,S003,NP5031,2,137.23,20,in_store,Y
20260729-0040,2026-07-29,S004,NP5025,1,121.37,0,ship_from_store,Y
20260729-0041,2026-07-29,S004,NP5060,2,141.65,15,pickup,Y
20260729-0042,2026-07-29,S003,NP5024,1,88.37,0,in_store,Y
20260729-0043,2026-07-29,S007,NP5065,3,96.9,10,in_store,N
20260729-0044,2026-07-29,S002,NP5036,1,156.45,0,ship_from_store,N
20260729-0045,2026-07-29,S002,NP5022,1,329.38,15,pickup,Y
20260729-0046,2026-07-29,S004,NP5068,2,73.36,15,ship_from_store,Y
20260729-0047,2026-07-29,S002,NP5055,2,279.48,0,in_store,Y
20260729-0048,2026-07-29,S007,NP5033,2,178.22,5,in_store,Y
20260729-0049,2026-07-29,S007,NP5004,4,87.17,20,in_store,Y
20260729-0050,2026-07-29,S001,NP5023,2,130.36,10,in_store,Y
20260729-0051,2026-07-29,S007,NP5011,4,106.13,20,ship_from_store,Y
20260729-0052,2026-07-29,S006,NP5057,1,379.63,5,in_store,N
20260729-0053,2026-07-29,S004,NP5032,2,190.41,5,in_store,Y
20260729-0054,2026-07-29,S002,NP5038,4,198.18,0,pickup,Y
20260729-0055,2026-07-29,S007,NP5004,2,92.62,15,in_store,Y
20260729-0056,2026-07-29,S002,NP5048,1,72.7,0,in_store,N
20260729-0057,2026-07-29,S008,NP5028,3,629.06,0,in_store,Y
20260729-0058,2026-07-29,S001,NP5063,1,73.36,5,ship_from_store,Y
20260729-0059,2026-07-29,S004,NP5021,3,73.7,0,in_store,Y
20260729-0060,2026-07-29,S004,NP5057,2,359.65,10,in_store,Y
20260729-0061,2026-07-29,S003,NP5030,1,128.56,0,in_store,Y
20260729-0062,2026-07-29,S001,NP5003,1,375.39,15,in_store,Y
20260729-0063,2026-07-29,S004,NP5025,2,121.37,0,ship_from_store,Y
20260729-0064,2026-07-29,S004,NP5071,2,198.05,10,pickup,Y
20260729-0065,2026-07-29,S002,NP5074,1,163.7,0,in_store,Y
20260729-0066,2026-07-29,S006,NP5019,2,152.94,15,in_store,Y
20260729-0067,2026-07-29,S008,NP5047,4,58.07,0,in_store,Y
20260729-0068,2026-07-29,S006,NP5021,3,70.02,5,in_store,N
20260729-0069,2026-07-29,S006,NP5012,4,114.05,5,pickup,Y
20260729-0070,2026-07-29,S001,NP5030,2,109.28,15,pickup,Y
20260729-0071,2026-07-29,S003,NP5032,1,200.43,0,ship_from_store,Y
20260729-0072,2026-07-29,S003,NP5012,1,120.05,0,pickup,Y
20260729-0073,2026-07-29,S004,NP5032,2,200.43,0,pickup,Y
20260729-0074,2026-07-29,S003,NP5055,1,237.56,15,ship_from_store,N
20260729-0075,2026-07-29,S005,NP5041,2,50.86,5,pickup,Y
20260729-0076,2026-07-29,S008,NP5051,1,343.22,20,in_store,N
20260729-0077,2026-07-29,S001,NP5028,2,534.7,15,in_store,Y
20260729-0078,2026-07-29,S008,NP5021,3,70.02,5,in_store,Y
20260729-0079,2026-07-29,S003,NP5056,1,148.79,0,in_store,N
20260729-0080,2026-07-29,S003,NP5066,1,80.78,20,ship_from_store,Y
20260729-0081,2026-07-29,S006,NP5053,1,111.73,0,in_store,Y
20260729-0082,2026-07-29,S005,NP5009,1,112.78,5,pickup,Y
20260729-0083,2026-07-29,S008,NP5069,2,221.25,0,ship_from_store,N
20260729-0084,2026-07-29,S004,NP5037,1,84.91,5,ship_from_store,Y
20260729-0085,2026-07-29,S007,NP5014,4,212.08,0,pickup,Y
20260729-0086,2026-07-29,S006,NP5044,1,155.01,20,pickup,N
20260729-0087,2026-07-29,S006,NP5011,3,106.13,20,in_store,Y
20260729-0088,2026-07-29,S001,NP5030,3,122.13,5,in_store,N
20260729-0089,2026-07-29,S007,NP5018,2,142.66,5,pickup,Y
20260729-0090,2026-07-29,S007,NP5060,1,166.65,0,pickup,N
20260729-0091,2026-07-29,S008,NP5053,1,94.97,15,pickup,N
20260729-0092,2026-07-29,S004,NP5003,1,419.55,5,in_store,Y
20260729-0093,2026-07-29,S004,NP5034,1,168.67,0,pickup,N
20260729-0094,2026-07-29,S007,NP5045,1,343.55,0,in_store,N
20260729-0095,2026-07-29,S001,NP5062,4,146.96,10,in_store,Y
20260729-0096,2026-07-29,S004,NP5002,1,174.73,15,ship_from_store,N
20260729-0097,2026-07-29,S005,NP5027,2,93.13,0,in_store,Y
20260729-0098,2026-07-29,S008,NP5017,3,60.12,5,pickup,Y
20260729-0099,2026-07-29,S001,NP5006,3,49.84,10,ship_from_store,Y
20260729-0100,2026-07-29,S004,NP5029,4,122.43,0,in_store,Y
20260729-0101,2026-07-29,S004,NP5071,1,198.05,10,ship_from_store,Y
20260729-0102,2026-07-29,S004,NP5026,2,109.39,15,ship_from_store,Y
20260729-0103,2026-07-29,S003,NP5009,1,106.85,10,pickup,Y
20260729-0104,2026-07-29,S001,NP5069,1,177.0,20,in_store,Y
20260729-0105,2026-07-29,S004,NP5035,1,122.62,15,pickup,N
20260729-0106,2026-07-29,S006,NP5058,1,287.12,0,ship_from_store,N
20260729-0107,2026-07-29,S004,NP5016,4,648.67,0,in_store,N
20260729-0108,2026-07-29,S004,NP5069,1,210.19,5,pickup,Y
20260729-0109,2026-07-29,S005,NP5029,1,122.43,0,ship_from_store,N
20260729-0110,2026-07-29,S001,NP5024,2,79.53,10,in_store,Y
20260729-0111,2026-07-29,S003,NP5030,1,122.13,5,pickup,N
20260729-0112,2026-07-29,S004,NP5028,1,503.25,20,in_store,N
20260729-0113,2026-07-29,S002,NP5067,1,210.43,15,in_store,Y
20260729-0114,2026-07-29,S008,NP5003,4,397.47,10,ship_from_store,Y
20260729-0115,2026-07-29,S003,NP5020,1,197.02,5,in_store,Y
20260729-0116,2026-07-29,S003,NP5035,1,144.26,0,ship_from_store,N
20260729-0117,2026-07-29,S001,NP5024,2,79.53,10,in_store,Y
20260729-0118,2026-07-29,S004,NP5032,1,190.41,5,ship_from_store,Y
20260729-0119,2026-07-29,S001,NP5024,2,88.37,0,ship_from_store,Y
20260729-0120,2026-07-29,S002,NP5049,1,189.92,15,pickup,Y
20260729-0121,2026-07-29,S001,NP5072,3,795.23,0,in_store,Y
20260729-0122,2026-07-29,S003,NP5008,3,157.67,10,in_store,N
20260729-0123,2026-07-29,S007,NP5027,1,93.13,0,pickup,N
20260729-0124,2026-07-29,S008,NP5015,2,152.59,20,pickup,N
20260729-0125,2026-07-29,S001,NP5071,1,187.04,15,in_store,Y
20260729-0126,2026-07-29,S006,NP5026,2,102.96,20,pickup,Y
20260729-0127,2026-07-29,S004,NP5008,1,140.15,20,in_store,Y
20260729-0128,2026-07-29,S002,NP5042,4,112.36,0,in_store,N
20260729-0129,2026-07-29,S006,NP5034,2,168.67,0,ship_from_store,Y
