order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260722-0001,2026-07-22,S008,P1054,1,70.68,0,in_store,N
20260722-0002,2026-07-22,S004,P1039,3,294.27,20,in_store,Y
20260722-0003,2026-07-22,S007,P1004,1,93.42,15,ship_from_store,Y
20260722-0004,2026-07-22,S007,P1067,4,266.98,0,ship_from_store,N
20260722-0005,2026-07-22,S003,P1076,1,686.08,0,in_store,Y
20260722-0006,2026-07-22,S008,P1048,3,56.22,20,in_store,Y
20260722-0007,2026-07-22,S007,P1073,1,125.32,0,pickup,Y
20260722-0008,2026-07-22,S008,P1004,3,87.92,20,in_store,Y
20260722-0009,2026-07-22,S002,P1008,4,157.95,10,in_store,Y
20260722-0010,2026-07-22,S001,P1059,2,105.5,0,ship_from_store,Y
20260722-0011,2026-07-22,S001,P1077,1,85.64,10,in_store,Y
20260722-0012,2026-07-22,S007,P1075,3,165.22,0,pickup,N
20260722-0013,2026-07-22,S004,P1029,2,125.93,0,in_store,Y
20260722-0014,2026-07-22,S003,P1030,2,126.26,0,ship_from_store,Y
20260722-0015,2026-07-22,S004,P1010,1,441.94,20,ship_from_store,N
20260722-0016,2026-07-22,S006,P1030,1,126.26,0,in_store,Y
20260722-0017,2026-07-22,S001,P1037,2,73.4,20,in_store,Y
20260722-0018,2026-07-22,S001,P1033,1,179.99,5,in_store,Y
20260722-0019,2026-07-22,S004,P1004,2,93.42,15,ship_from_store,N
20260722-0020,2026-07-22,S002,P1080,2,121.55,15,in_store,Y
20260722-0021,2026-07-22,S008,P1050,2,75.31,0,in_store,Y
20260722-0022,2026-07-22,S007,P1028,2,647.52,0,ship_from_store,Y
20260722-0023,2026-07-22,S005,P1030,2,107.32,15,ship_from_store,Y
20260722-0024,2026-07-22,S007,P1022,2,388.71,0,in_store,Y
20260722-0025,2026-07-22,S003,P1044,2,189.25,0,pickup,Y
20260722-0026,2026-07-22,S007,P1042,4,92.2,20,ship_from_store,Y
20260722-0027,2026-07-22,S007,P1056,1,115.21,20,ship_from_store,N
20260722-0028,2026-07-22,S007,P1058,1,250.41,5,in_store,Y
20260722-0029,2026-07-22,S004,P1013,2,82.78,15,pickup,Y
20260722-0030,2026-07-22,S004,P1079,4,256.21,0,in_store,Y
20260722-0031,2026-07-22,S005,P1064,1,614.45,0,in_store,N
20260722-0032,2026-07-22,S008,P1076,1,583.17,15,pickup,Y
20260722-0033,2026-07-22,S004,P1010,1,552.43,0,pickup,Y
20260722-0034,2026-07-22,S004,P1018,2,138.02,10,in_store,Y
20260722-0035,2026-07-22,S006,P1021,2,70.05,5,ship_from_store,N
20260722-0036,2026-07-22,S003,P1002,2,203.43,0,in_store,Y
20260722-0037,2026-07-22,S002,P1066,2,99.64,5,in_store,Y
20260722-0038,2026-07-22,S001,P1058,1,263.59,0,ship_from_store,Y
20260722-0039,2026-07-22,S005,P1009,4,115.26,0,pickup,Y
20260722-0040,2026-07-22,S004,P1064,2,491.56,20,in_store,N
20260722-0041,2026-07-22,S007,P1034,1,168.86,0,pickup,N
20260722-0042,2026-07-22,S004,P1036,1,157.72,0,in_store,Y
20260722-0043,2026-07-22,S005,P1036,2,126.18,20,in_store,Y
20260722-0044,2026-07-22,S008,P1062,1,170.69,0,in_store,Y
20260722-0045,2026-07-22,S001,P1051,3,339.32,20,in_store,Y
20260722-0046,2026-07-22,S001,P1027,4,87.43,5,pickup,Y
20260722-0047,2026-07-22,S001,P1021,1,58.99,20,ship_from_store,Y
20260722-0048,2026-07-22,S002,P1014,1,173.97,15,pickup,Y
20260722-0049,2026-07-22,S003,P1012,4,123.66,0,in_store,Y
20260722-0050,2026-07-22,S006,P1025,1,105.91,15,ship_from_store,Y
20260722-0051,2026-07-22,S005,P1045,1,296.15,15,in_store,Y
20260722-0052,2026-07-22,S005,P1002,4,203.43,0,ship_from_store,Y
