order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260811-0001,2026-08-11,S008,NP5061,2,138.77,10,in_store,Y
20260811-0002,2026-08-11,S007,NP5029,1,104.07,15,in_store,Y
20260811-0003,2026-08-11,S008,NP5038,4,188.27,5,in_store,Y
20260811-0004,2026-08-11,S008,NP5071,4,187.04,15,ship_from_store,Y
20260811-0005,2026-08-11,S006,NP5032,2,200.43,0,in_store,Y
20260811-0006,2026-08-11,S004,NP5063,1,77.22,0,in_store,Y
20260811-0007,2026-08-11,S001,NP5008,3,175.19,0,in_store,Y
20260811-0008,2026-08-11,S002,NP5031,1,171.54,0,ship_from_store,Y
20260811-0009,2026-08-11,S007,NP5030,1,122.13,5,in_store,Y
20260811-0010,2026-08-11,S001,NP5066,3,100.98,0,in_store,Y
20260811-0011,2026-08-11,S005,NP5016,1,648.67,0,pickup,N
20260811-0012,2026-08-11,S008,NP5071,1,176.04,20,pickup,N
20260811-0013,2026-08-11,S007,NP5011,1,132.66,0,in_store,Y
20260811-0014,2026-08-11,S003,NP5048,2,72.7,0,pickup,Y
20260811-0015,2026-08-11,S001,NP5009,1,118.72,0,ship_from_store,Y
20260811-0016,2026-08-11,S005,NP5002,2,174.73,15,in_store,Y
20260811-0017,2026-08-11,S008,NP5030,1,102.85,20,in_store,Y
20260811-0018,2026-08-11,S004,NP5067,1,235.18,5,in_store,Y
20260811-0019,2026-08-11,S002,NP5061,2,146.48,5,in_store,N
20260811-0020,2026-08-11,S001,NP5060,4,158.32,5,in_store,Y
20260811-0021,2026-08-11,S007,NP5071,1,220.05,0,pickup,Y
20260811-0022,2026-08-11,S002,NP5038,4,198.18,0,in_store,Y
20260811-0023,2026-08-11,S008,NP5074,2,163.7,0,pickup,Y
20260811-0024,2026-08-11,S006,NP5063,4,77.22,0,in_store,Y
20260811-0025,2026-08-11,S006,NP5040,4,96.77,10,pickup,N
20260811-0026,2026-08-11,S008,NP5002,2,205.57,0,ship_from_store,N
20260811-0027,2026-08-11,S006,NP5054,2,58.13,20,in_store,Y
20260811-0028,2026-08-11,S002,NP5033,3,187.6,0,in_store,Y
20260811-0029,2026-08-11,S001,NP5031,4,171.54,0,in_store,Y
20260811-0030,2026-08-11,S008,NP5039,1,358.39,0,in_store,Y
20260811-0031,2026-08-11,S005,NP5054,2,69.03,5,in_store,N
20260811-0032,2026-08-11,S003,NP5069,4,221.25,0,in_store,Y
20260811-0033,2026-08-11,S003,NP5030,4,109.28,15,in_store,Y
20260811-0034,2026-08-11,S002,NP5048,1,72.7,0,in_store,Y
20260811-0035,2026-08-11,S004,NP5033,4,168.84,10,ship_from_store,Y
20260811-0036,2026-08-11,S006,NP5020,4,197.02,5,in_store,Y
20260811-0037,2026-08-11,S006,NP5039,1,322.55,10,in_store,N
20260811-0038,2026-08-11,S005,NP5066,1,100.98,0,pickup,Y
20260811-0039,2026-08-11,S003,NP5047,1,58.07,0,in_store,Y
20260811-0040,2026-08-11,S004,NP5034,1,160.24,5,in_store,Y
20260811-0041,2026-08-11,S004,NP5068,1,86.31,0,ship_from_store,N
20260811-0042,2026-08-11,S004,NP5075,2,219.82,20,in_store,N
20260811-0043,2026-08-11,S008,NP5055,1,237.56,15,in_store,Y
20260811-0044,2026-08-11,S007,NP5023,4,137.6,5,in_store,Y
20260811-0045,2026-08-11,S008,NP5015,3,162.13,15,ship_from_store,N
20260811-0046,2026-08-11,S005,NP5027,3,79.16,15,pickup,Y
20260811-0047,2026-08-11,S004,NP5039,2,304.63,15,in_store,Y
20260811-0048,2026-08-11,S003,NP5053,1,100.56,10,pickup,N
20260811-0049,2026-08-11,S002,NP5047,3,49.36,15,ship_from_store,Y
20260811-0050,2026-08-11,S008,NP5071,4,187.04,15,in_store,Y
20260811-0051,2026-08-11,S003,NP5047,2,52.26,10,ship_from_store,Y
20260811-0052,2026-08-11,S004,NP5071,2,209.05,5,in_store,N
20260811-0053,2026-08-11,S004,NP5074,3,163.7,0,in_store,N
20260811-0054,2026-08-11,S004,NP5025,3,121.37,0,in_store,Y
20260811-0055,2026-08-11,S003,NP5041,2,53.54,0,in_store,Y
20260811-0056,2026-08-11,S001,NP5047,3,55.17,5,ship_from_store,Y
20260811-0057,2026-08-11,S006,NP5012,1,108.05,10,ship_from_store,Y
20260811-0058,2026-08-11,S003,NP5070,2,136.05,5,ship_from_store,Y
20260811-0059,2026-08-11,S001,NP5069,2,210.19,5,in_store,Y
20260811-0060,2026-08-11,S004,NP5073,3,91.38,0,in_store,N
20260811-0061,2026-08-11,S006,NP5014,1,201.48,5,pickup,N
20260811-0062,2026-08-11,S005,NP5041,1,42.83,20,ship_from_store,N
20260811-0063,2026-08-11,S006,NP5029,1,122.43,0,pickup,Y
20260811-0064,2026-08-11,S005,NP5063,1,73.36,5,pickup,Y
20260811-0065,2026-08-11,S007,NP5038,1,178.36,10,in_store,Y
20260811-0066,2026-08-11,S002,NP5036,1,156.45,0,ship_from_store,Y
20260811-0067,2026-08-11,S001,NP5055,3,237.56,15,pickup,N
20260811-0068,2026-08-11,S004,NP5003,1,441.63,0,in_store,Y
20260811-0069,2026-08-11,S008,NP5073,1,91.38,0,in_store,Y
20260811-0070,2026-08-11,S007,NP5024,3,79.53,10,ship_from_store,Y
20260811-0071,2026-08-11,S006,NP5037,2,71.5,20,in_store,N
20260811-0072,2026-08-11,S003,NP5025,2,121.37,0,ship_from_store,Y
20260811-0073,2026-08-11,S001,NP5036,4,140.81,10,in_store,N
20260811-0074,2026-08-11,S001,NP5052,2,378.16,0,in_store,Y
20260811-0075,2026-08-11,S006,NP5059,3,108.91,0,in_store,Y
20260811-0076,2026-08-11,S001,NP5073,2,91.38,0,in_store,N
20260811-0077,2026-08-11,S006,NP5073,1,91.38,0,pickup,Y
20260811-0078,2026-08-11,S008,NP5040,2,107.52,0,in_store,Y
20260811-0079,2026-08-11,S007,NP5033,2,187.6,0,in_store,N
20260811-0080,2026-08-11,S005,NP5011,1,112.76,15,in_store,Y
20260811-0081,2026-08-11,S006,NP5076,4,157.12,0,in_store,N
20260811-0082,2026-08-11,S006,NP5036,4,148.63,5,in_store,Y
20260811-0083,2026-08-11,S004,NP5071,1,187.04,15,in_store,N
20260811-0084,2026-08-11,S004,NP5037,2,80.44,10,in_store,Y
20260811-0085,2026-08-11,S007,NP5007,3,98.18,10,pickup,Y
20260811-0086,2026-08-11,S007,NP5059,2,103.46,5,pickup,Y
20260811-0087,2026-08-11,S004,NP5057,1,399.61,0,in_store,Y
20260811-0088,2026-08-11,S003,NP5075,2,261.03,5,pickup,Y
20260811-0089,2026-08-11,S008,NP5039,3,322.55,10,in_store,Y
20260811-0090,2026-08-11,S002,NP5052,2,378.16,0,in_store,N
20260811-0091,2026-08-11,S001,NP5033,1,150.08,20,pickup,N
20260811-0092,2026-08-11,S006,NP5067,1,222.8,10,in_store,N
20260811-0093,2026-08-11,S003,NP5062,3,130.63,20,pickup,Y
20260811-0094,2026-08-11,S002,NP5024,1,83.95,5,in_store,Y
20260811-0095,2026-08-11,S004,NP5060,1,166.65,0,in_store,N
20260811-0096,2026-08-11,S006,NP5075,2,247.29,10,in_store,Y
20260811-0097,2026-08-11,S007,NP5005,1,95.51,15,in_store,N
20260811-0098,2026-08-11,S006,NP5048,1,69.06,5,pickup,N
20260811-0099,2026-08-11,S008,NP5025,1,97.1,20,ship_from_store,Y
20260811-0100,2026-08-11,S004,NP5063,2,77.22,0,ship_from_store,N
20260811-0101,2026-08-11,S003,NP5065,1,107.67,0,ship_from_store,Y
20260811-0102,2026-08-11,S001,NP5013,2,99.43,0,pickup,N
20260811-0103,2026-08-11,S004,NP5008,1,175.19,0,in_store,N
20260811-0104,2026-08-11,S001,NP5027,4,93.13,0,pickup,Y
20260811-0105,2026-08-11,S003,NP5028,1,597.61,5,ship_from_store,Y
20260811-0106,2026-08-11,S005,NP5074,4,139.14,15,pickup,Y
20260811-0107,2026-08-11,S003,NP5027,2,79.16,15,in_store,Y
20260811-0108,2026-08-11,S004,NP5063,1,77.22,0,in_store,Y
20260811-0109,2026-08-11,S001,NP5036,1,156.45,0,ship_from_store,Y
20260811-0110,2026-08-11,S008,NP5050,3,74.44,0,ship_from_store,Y
20260811-0111,2026-08-11,S008,NP5008,3,175.19,0,in_store,Y
20260811-0112,2026-08-11,S003,NP5054,1,72.66,0,in_store,N
20260811-0113,2026-08-11,S007,NP5031,4,171.54,0,in_store,Y
20260811-0114,2026-08-11,S002,NP5027,1,74.5,20,ship_from_store,Y
20260811-0115,2026-08-11,S008,NP5030,1,128.56,0,pickup,Y
20260811-0116,2026-08-11,S004,NP5034,1,151.8,10,in_store,N
20260811-0117,2026-08-11,S008,NP5042,1,89.89,20,in_store,Y
20260811-0118,2026-08-11,S004,NP5044,1,184.07,5,ship_from_store,Y
20260811-0119,2026-08-11,S001,NP5024,1,88.37,0,in_store,Y
20260811-0120,2026-08-11,S007,NP5063,1,77.22,0,in_store,Y
20260811-0121,2026-08-11,S008,NP5016,1,616.24,5,in_store,Y
20260811-0122,2026-08-11,S008,NP5016,1,648.67,0,pickup,Y
20260811-0123,2026-08-11,S006,NP5062,1,163.29,0,in_store,Y
20260811-0124,2026-08-11,S005,NP5005,2,112.37,0,in_store,Y
20260811-0125,2026-08-11,S006,NP5036,1,156.45,0,in_store,N
20260811-0126,2026-08-11,S003,NP5045,2,326.37,5,in_store,Y
20260811-0127,2026-08-11,S004,NP5037,2,89.38,0,in_store,Y
20260811-0128,2026-08-11,S004,NP5041,4,53.54,0,in_store,N
20260811-0129,2026-08-11,S004,NP5005,1,112.37,0,in_store,Y
20260811-0130,2026-08-11,S006,NP5026,4,128.7,0,ship_from_store,Y
20260811-0131,2026-08-11,S004,NP5060,1,141.65,15,ship_from_store,Y
20260811-0132,2026-08-11,S007,NP5045,2,274.84,20,pickup,Y
20260811-0133,2026-08-11,S005,NP5062,1,130.63,20,pickup,Y
20260811-0134,2026-08-11,S004,NP5048,3,61.8,15,ship_from_store,N
20260811-0135,2026-08-11,S008,NP5002,3,164.46,20,in_store,Y
20260811-0136,2026-08-11,S004,NP5016,3,518.94,20,pickup,Y
20260811-0137,2026-08-11,S003,NP5033,4,150.08,20,ship_from_store,Y
20260811-0138,2026-08-11,S006,NP5004,1,92.62,15,in_store,Y
20260811-0139,2026-08-11,S001,NP5025,3,115.3,5,ship_from_store,Y
20260811-0140,2026-08-11,S007,NP5016,3,648.67,0,in_store,Y
20260811-0141,2026-08-11,S005,NP5015,1,171.67,10,in_store,Y
20260811-0142,2026-08-11,S003,NP5032,2,200.43,0,in_store,Y
20260811-0143,2026-08-11,S004,NP5041,1,50.86,5,in_store,Y
20260811-0144,2026-08-11,S007,NP5035,2,122.62,15,in_store,Y
20260811-0145,2026-08-11,S006,NP5003,1,419.55,5,pickup,N
20260811-0146,2026-08-11,S003,NP5007,2,109.09,0,in_store,Y
20260811-0147,2026-08-11,S001,NP5017,3,60.12,5,pickup,Y
20260811-0148,2026-08-11,S003,NP5073,1,82.24,10,in_store,Y
20260811-0149,2026-08-11,S006,NP5044,1,164.7,15,in_store,Y
20260811-0150,2026-08-11,S001,NP5068,1,86.31,0,ship_from_store,Y
20260811-0151,2026-08-11,S002,NP5014,1,169.66,20,in_store,Y
20260811-0152,2026-08-11,S006,NP5003,4,419.55,5,ship_from_store,Y
20260811-0153,2026-08-11,S006,NP5028,2,534.7,15,in_store,N
20260811-0154,2026-08-11,S001,NP5044,1,155.01,20,in_store,Y
20260811-0155,2026-08-11,S004,NP5064,3,524.54,20,in_store,Y
20260811-0156,2026-08-11,S006,NP5076,4,157.12,0,in_store,Y
20260811-0157,2026-08-11,S007,NP5025,1,115.3,5,in_store,Y
20260811-0158,2026-08-11,S001,NP5010,1,555.58,0,in_store,Y
20260811-0159,2026-08-11,S004,NP5071,2,198.05,10,ship_from_store,N
20260811-0160,2026-08-11,S007,NP5009,2,94.98,20,in_store,N
20260811-0161,2026-08-11,S004,NP5065,1,96.9,10,in_store,Y
