order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260726-0001,2026-07-26,S002,P1022,1,310.97,20,in_store,Y
20260726-0002,2026-07-26,S007,P1012,1,98.93,20,in_store,Y
20260726-0003,2026-07-26,S008,P1036,1,126.18,20,ship_from_store,Y
20260726-0004,2026-07-26,S006,P1031,1,173.53,0,in_store,N
20260726-0005,2026-07-26,S006,P1048,2,56.22,20,pickup,Y
20260726-0006,2026-07-26,S007,P1073,1,106.52,15,in_store,Y
20260726-0007,2026-07-26,S008,P1062,3,170.69,0,in_store,N
20260726-0008,2026-07-26,S001,P1039,1,294.27,20,ship_from_store,N
20260726-0009,2026-07-26,S008,P1047,1,56.9,0,in_store,Y
20260726-0010,2026-07-26,S001,P1068,2,80.92,0,ship_from_store,Y
20260726-0011,2026-07-26,S008,P1078,1,146.35,0,ship_from_store,Y
20260726-0012,2026-07-26,S004,P1013,1,87.65,10,in_store,Y
20260726-0013,2026-07-26,S004,P1009,1,109.5,5,pickup,N
20260726-0014,2026-07-26,S004,P1067,1,240.28,10,ship_from_store,Y
20260726-0015,2026-07-26,S001,P1039,4,367.84,0,ship_from_store,N
20260726-0016,2026-07-26,S007,P1007,4,112.42,0,pickup,Y
20260726-0017,2026-07-26,S008,P1050,3,64.01,15,in_store,Y
20260726-0018,2026-07-26,S007,P1072,1,134.29,0,pickup,N
20260726-0019,2026-07-26,S001,P1050,1,75.31,0,in_store,Y
20260726-0020,2026-07-26,S003,P1009,4,103.73,10,ship_from_store,Y
20260726-0021,2026-07-26,S008,P1036,1,157.72,0,ship_from_store,N
20260726-0022,2026-07-26,S005,P1026,2,117.36,10,ship_from_store,Y
20260726-0023,2026-07-26,S004,P1006,2,50.32,10,ship_from_store,Y
20260726-0024,2026-07-26,S001,P1049,3,210.91,5,ship_from_store,Y
20260726-0025,2026-07-26,S004,P1027,1,92.03,0,pickup,Y
20260726-0026,2026-07-26,S007,P1058,1,263.59,0,in_store,Y
20260726-0027,2026-07-26,S004,P1034,2,168.86,0,in_store,Y
20260726-0028,2026-07-26,S001,P1058,2,237.23,10,pickup,Y
20260726-0029,2026-07-26,S005,P1063,4,79.92,0,in_store,Y
20260726-0030,2026-07-26,S002,P1067,2,253.63,5,pickup,N
20260726-0031,2026-07-26,S006,P1020,2,211.48,0,pickup,Y
20260726-0032,2026-07-26,S002,P1004,2,98.91,10,ship_from_store,Y
20260726-0033,2026-07-26,S003,P1001,2,124.28,5,in_store,N
20260726-0034,2026-07-26,S002,P1056,1,115.21,20,in_store,Y
20260726-0035,2026-07-26,S005,P1078,2,139.03,5,pickup,Y
20260726-0036,2026-07-26,S001,P1012,1,117.48,5,in_store,N
20260726-0037,2026-07-26,S005,P1073,1,100.26,20,in_store,Y
20260726-0038,2026-07-26,S001,P1009,2,92.21,20,in_store,Y
20260726-0039,2026-07-26,S004,P1063,2,79.92,0,in_store,N
20260726-0040,2026-07-26,S006,P1026,1,117.36,10,in_store,N
20260726-0041,2026-07-26,S001,P1064,1,614.45,0,in_store,N
20260726-0042,2026-07-26,S006,P1013,1,97.39,0,in_store,Y
20260726-0043,2026-07-26,S003,P1003,3,359.18,20,in_store,Y
20260726-0044,2026-07-26,S001,P1068,1,80.92,0,in_store,N
20260726-0045,2026-07-26,S004,P1036,3,149.83,5,pickup,Y
20260726-0046,2026-07-26,S006,P1008,3,157.95,10,pickup,N
20260726-0047,2026-07-26,S007,P1005,2,105.96,5,in_store,N
20260726-0048,2026-07-26,S007,P1028,1,615.14,5,in_store,N
