order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260818-0001,2026-08-18,S005,NP5005,1,112.37,0,in_store,Y
20260818-0002,2026-08-18,S006,NP5051,2,343.22,20,pickup,Y
20260818-0003,2026-08-18,S003,NP5047,1,55.17,5,pickup,Y
20260818-0004,2026-08-18,S007,NP5018,1,150.17,0,in_store,Y
20260818-0005,2026-08-18,S003,NP5017,4,56.95,10,in_store,Y
20260818-0006,2026-08-18,S006,NP5030,1,128.56,0,in_store,N
20260818-0007,2026-08-18,S003,NP5055,2,237.56,15,pickup,N
20260818-0008,2026-08-18,S004,NP5076,4,125.7,20,ship_from_store,Y
20260818-0009,2026-08-18,S001,NP5025,2,115.3,5,in_store,N
20260818-0010,2026-08-18,S008,NP5066,2,95.93,5,pickup,N
20260818-0011,2026-08-18,S007,NP5072,4,636.18,20,in_store,N
20260818-0012,2026-08-18,S007,NP5014,1,212.08,0,ship_from_store,Y
20260818-0013,2026-08-18,S004,NP5040,3,102.14,5,in_store,Y
20260818-0014,2026-08-18,S003,NP5065,3,107.67,0,in_store,Y
20260818-0015,2026-08-18,S006,NP5049,1,223.44,0,in_store,N
20260818-0016,2026-08-18,S006,NP5037,1,84.91,5,in_store,Y
20260818-0017,2026-08-18,S008,NP5065,4,86.14,20,in_store,Y
20260818-0018,2026-08-18,S002,NP5071,3,198.05,10,in_store,Y
20260818-0019,2026-08-18,S008,NP5059,1,108.91,0,in_store,Y
20260818-0020,2026-08-18,S007,NP5039,4,286.71,20,in_store,Y
20260818-0021,2026-08-18,S006,NP5062,4,130.63,20,in_store,Y
20260818-0022,2026-08-18,S001,NP5021,1,62.65,15,in_store,N
20260818-0023,2026-08-18,S001,NP5018,2,120.14,20,in_store,N
20260818-0024,2026-08-18,S004,NP5020,1,176.28,15,in_store,Y
20260818-0025,2026-08-18,S004,NP5049,4,223.44,0,ship_from_store,Y
20260818-0026,2026-08-18,S002,NP5055,2,265.51,5,in_store,Y
20260818-0027,2026-08-18,S004,NP5001,3,116.79,10,in_store,Y
20260818-0028,2026-08-18,S003,NP5023,3,123.11,15,ship_from_store,Y
20260818-0029,2026-08-18,S003,NP5014,3,180.27,15,pickup,Y
20260818-0030,2026-08-18,S003,NP5019,1,179.93,0,in_store,N
20260818-0031,2026-08-18,S003,NP5026,4,128.7,0,ship_from_store,Y
20260818-0032,2026-08-18,S002,NP5010,2,527.8,5,ship_from_store,Y
20260818-0033,2026-08-18,S001,NP5027,1,93.13,0,pickup,Y
20260818-0034,2026-08-18,S003,NP5033,2,187.6,0,in_store,Y
20260818-0035,2026-08-18,S001,NP5031,2,171.54,0,pickup,N
20260818-0036,2026-08-18,S004,NP5021,4,70.02,5,in_store,Y
20260818-0037,2026-08-18,S004,NP5042,3,106.74,5,ship_from_store,Y
20260818-0038,2026-08-18,S008,NP5059,1,98.02,10,in_store,Y
20260818-0039,2026-08-18,S008,NP5053,2,89.38,20,pickup,Y
20260818-0040,2026-08-18,S007,NP5030,1,122.13,5,in_store,Y
20260818-0041,2026-08-18,S005,NP5027,4,93.13,0,in_store,Y
20260818-0042,2026-08-18,S003,NP5005,2,101.13,10,in_store,Y
20260818-0043,2026-08-18,S001,NP5051,1,429.02,0,ship_from_store,Y
20260818-0044,2026-08-18,S003,NP5023,3,137.6,5,pickup,N
20260818-0045,2026-08-18,S001,NP5024,1,88.37,0,in_store,Y
20260818-0046,2026-08-18,S008,NP5021,1,73.7,0,ship_from_store,Y
20260818-0047,2026-08-18,S001,NP5064,3,655.68,0,pickup,Y
20260818-0048,2026-08-18,S001,NP5054,1,65.39,10,in_store,N
20260818-0049,2026-08-18,S004,NP5002,3,205.57,0,pickup,Y
20260818-0050,2026-08-18,S008,NP5048,1,58.16,20,ship_from_store,N
20260818-0051,2026-08-18,S004,NP5009,2,118.72,0,in_store,Y
20260818-0052,2026-08-18,S008,NP5054,1,65.39,10,in_store,Y
20260818-0053,2026-08-18,S003,NP5037,3,84.91,5,in_store,N
20260818-0054,2026-08-18,S002,NP5071,3,220.05,0,in_store,Y
20260818-0055,2026-08-18,S003,NP5009,2,112.78,5,in_store,Y
20260818-0056,2026-08-18,S001,NP5062,1,163.29,0,in_store,N
20260818-0057,2026-08-18,S005,NP5055,1,251.53,10,ship_from_store,N
20260818-0058,2026-08-18,S002,NP5062,1,130.63,20,in_store,Y
20260818-0059,2026-08-18,S008,NP5042,4,95.51,15,ship_from_store,Y
20260818-0060,2026-08-18,S002,NP5058,1,272.76,5,pickup,N
20260818-0061,2026-08-18,S007,NP5070,3,143.21,0,pickup,N
20260818-0062,2026-08-18,S006,NP5061,1,123.35,20,in_store,N
20260818-0063,2026-08-18,S005,NP5055,4,251.53,10,pickup,Y
20260818-0064,2026-08-18,S004,NP5055,2,279.48,0,pickup,N
20260818-0065,2026-08-18,S001,NP5070,1,114.57,20,ship_from_store,Y
20260818-0066,2026-08-18,S007,NP5024,2,88.37,0,pickup,Y
20260818-0067,2026-08-18,S007,NP5022,1,387.51,0,in_store,Y
20260818-0068,2026-08-18,S001,NP5068,4,73.36,15,in_store,Y
20260818-0069,2026-08-18,S003,NP5065,2,96.9,10,pickup,N
20260818-0070,2026-08-18,S007,NP5067,1,198.05,20,in_store,N
20260818-0071,2026-08-18,S003,NP5075,1,219.82,20,in_store,Y
20260818-0072,2026-08-18,S005,NP5061,1,138.77,10,ship_from_store,N
20260818-0073,2026-08-18,S003,NP5002,1,164.46,20,in_store,Y
20260818-0074,2026-08-18,S001,NP5073,1,77.67,15,ship_from_store,N
20260818-0075,2026-08-18,S004,NP5069,4,188.06,15,in_store,Y
20260818-0076,2026-08-18,S004,NP5047,1,58.07,0,pickup,Y
20260818-0077,2026-08-18,S008,NP5057,2,319.69,20,in_store,N
20260818-0078,2026-08-18,S008,NP5023,1,144.84,0,ship_from_store,N
20260818-0079,2026-08-18,S007,NP5011,2,132.66,0,in_store,N
20260818-0080,2026-08-18,S007,NP5070,1,143.21,0,in_store,Y
20260818-0081,2026-08-18,S002,NP5015,1,190.74,0,ship_from_store,Y
20260818-0082,2026-08-18,S006,NP5050,4,74.44,0,in_store,Y
20260818-0083,2026-08-18,S004,NP5051,3,407.57,5,in_store,Y
20260818-0084,2026-08-18,S005,NP5023,2,137.6,5,in_store,Y
20260818-0085,2026-08-18,S007,NP5045,2,292.02,15,pickup,Y
20260818-0086,2026-08-18,S003,NP5035,1,129.83,10,in_store,N
20260818-0087,2026-08-18,S001,NP5034,1,151.8,10,pickup,Y
20260818-0088,2026-08-18,S001,NP5032,1,190.41,5,ship_from_store,Y
20260818-0089,2026-08-18,S002,NP5019,1,143.94,20,ship_from_store,Y
20260818-0090,2026-08-18,S004,NP5057,3,399.61,0,pickup,Y
