order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260820-0001,2026-08-20,S004,NP5009,1,100.91,15,in_store,Y
20260820-0002,2026-08-20,S003,NP5069,3,188.06,15,in_store,N
20260820-0003,2026-08-20,S005,NP5003,2,353.3,20,ship_from_store,Y
20260820-0004,2026-08-20,S003,NP5066,2,80.78,20,in_store,Y
20260820-0005,2026-08-20,S003,NP5028,1,534.7,15,pickup,Y
20260820-0006,2026-08-20,S002,NP5007,4,103.64,5,pickup,N
20260820-0007,2026-08-20,S003,NP5046,1,206.02,10,ship_from_store,Y
20260820-0008,2026-08-20,S005,NP5047,1,58.07,0,ship_from_store,N
20260820-0009,2026-08-20,S008,NP5011,1,132.66,0,in_store,N
20260820-0010,2026-08-20,S005,NP5036,1,140.81,10,in_store,Y
20260820-0011,2026-08-20,S005,NP5071,1,220.05,0,in_store,N
20260820-0012,2026-08-20,S005,NP5028,2,503.25,20,in_store,Y
20260820-0013,2026-08-20,S004,NP5010,3,472.24,15,ship_from_store,Y
20260820-0014,2026-08-20,S003,NP5055,1,237.56,15,ship_from_store,N
20260820-0015,2026-08-20,S005,NP5047,1,49.36,15,in_store,Y
20260820-0016,2026-08-20,S001,NP5003,4,441.63,0,in_store,Y
20260820-0017,2026-08-20,S002,NP5069,1,221.25,0,in_store,Y
20260820-0018,2026-08-20,S001,NP5015,1,181.2,5,in_store,N
20260820-0019,2026-08-20,S006,NP5028,3,566.15,10,in_store,N
20260820-0020,2026-08-20,S004,NP5072,2,675.95,15,pickup,Y
20260820-0021,2026-08-20,S002,NP5057,2,339.67,15,ship_from_store,N
20260820-0022,2026-08-20,S008,NP5076,3,157.12,0,pickup,N
20260820-0023,2026-08-20,S005,NP5055,1,279.48,0,pickup,N
20260820-0024,2026-08-20,S003,NP5033,1,187.6,0,in_store,Y
20260820-0025,2026-08-20,S006,NP5035,4,122.62,15,in_store,N
20260820-0026,2026-08-20,S007,NP5038,4,198.18,0,ship_from_store,Y
20260820-0027,2026-08-20,S003,NP5036,1,148.63,5,ship_from_store,Y
20260820-0028,2026-08-20,S006,NP5017,3,50.62,20,ship_from_store,Y
20260820-0029,2026-08-20,S004,NP5068,2,73.36,15,in_store,Y
20260820-0030,2026-08-20,S008,NP5039,2,322.55,10,pickup,Y
20260820-0031,2026-08-20,S005,NP5005,1,89.9,20,in_store,N
20260820-0032,2026-08-20,S002,NP5010,3,472.24,15,pickup,Y
20260820-0033,2026-08-20,S007,NP5022,2,329.38,15,pickup,Y
