order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260716-0001,2026-07-16,S005,P1010,2,469.57,15,in_store,N
20260716-0002,2026-07-16,S004,P1034,1,160.42,5,in_store,N
20260716-0003,2026-07-16,S002,P1054,2,67.15,5,pickup,N
20260716-0004,2026-07-16,S006,P1010,2,524.81,5,in_store,Y
20260716-0005,2026-07-16,S008,P1003,2,448.98,0,pickup,Y
20260716-0006,2026-07-16,S002,P1065,2,101.57,10,in_store,Y
20260716-0007,2026-07-16,S001,P1021,1,70.05,5,ship_from_store,Y
20260716-0008,2026-07-16,S005,P1024,2,90.59,0,pickup,Y
20260716-0009,2026-07-16,S006,P1048,4,66.77,5,in_store,Y
20260716-0010,2026-07-16,S005,P1007,3,106.8,5,in_store,N
20260716-0011,2026-07-16,S002,P1058,2,263.59,0,in_store,Y
20260716-0012,2026-07-16,S002,P1078,2,124.4,15,ship_from_store,Y
20260716-0013,2026-07-16,S007,P1013,1,97.39,0,pickup,Y
20260716-0014,2026-07-16,S008,P1073,3,125.32,0,in_store,N
20260716-0015,2026-07-16,S008,P1033,1,151.57,20,pickup,N
20260716-0016,2026-07-16,S001,P1029,4,125.93,0,in_store,Y
20260716-0017,2026-07-16,S008,P1046,1,233.42,0,ship_from_store,N
20260716-0018,2026-07-16,S007,P1009,4,115.26,0,ship_from_store,Y
20260716-0019,2026-07-16,S006,P1052,2,388.91,0,in_store,N
20260716-0020,2026-07-16,S003,P1034,2,168.86,0,in_store,Y
20260716-0021,2026-07-16,S002,P1053,1,97.68,10,in_store,Y
20260716-0022,2026-07-16,S008,P1008,2,175.5,0,in_store,Y
20260716-0023,2026-07-16,S008,P1050,4,75.31,0,in_store,Y
20260716-0024,2026-07-16,S003,P1004,4,104.41,5,in_store,N
20260716-0025,2026-07-16,S002,P1050,1,71.54,5,pickup,Y
20260716-0026,2026-07-16,S008,P1049,3,222.01,0,ship_from_store,Y
20260716-0027,2026-07-16,S001,P1007,2,106.8,5,in_store,Y
20260716-0028,2026-07-16,S004,P1041,2,54.6,0,in_store,N
20260716-0029,2026-07-16,S001,P1017,4,51.7,20,pickup,N
20260716-0030,2026-07-16,S004,P1026,1,130.4,0,in_store,N
20260716-0031,2026-07-16,S003,P1061,1,147.84,0,in_store,Y
20260716-0032,2026-07-16,S004,P1029,2,100.74,20,ship_from_store,Y
20260716-0033,2026-07-16,S001,P1027,4,92.03,0,in_store,N
20260716-0034,2026-07-16,S001,P1023,4,134.37,5,in_store,N
20260716-0035,2026-07-16,S001,P1026,1,117.36,10,in_store,Y
20260716-0036,2026-07-16,S006,P1010,1,497.19,10,in_store,Y
20260716-0037,2026-07-16,S004,P1002,1,203.43,0,in_store,Y
20260716-0038,2026-07-16,S002,P1003,3,448.98,0,in_store,N
20260716-0039,2026-07-16,S005,P1031,1,138.82,20,in_store,Y
20260716-0040,2026-07-16,S005,P1003,2,381.63,15,in_store,Y
20260716-0041,2026-07-16,S004,P1024,3,77.0,15,in_store,N
20260716-0042,2026-07-16,S008,P1060,4,146.67,5,in_store,N
20260716-0043,2026-07-16,S001,P1052,1,369.46,5,in_store,Y
20260716-0044,2026-07-16,S007,P1056,3,144.01,0,ship_from_store,Y
20260716-0045,2026-07-16,S005,P1006,4,55.91,0,in_store,Y
20260716-0046,2026-07-16,S002,P1067,1,253.63,5,in_store,Y
20260716-0047,2026-07-16,S006,P1074,1,191.7,0,in_store,Y
20260716-0048,2026-07-16,S001,P1039,4,349.45,5,pickup,N
20260716-0049,2026-07-16,S001,P1035,2,140.34,5,in_store,Y
20260716-0050,2026-07-16,S007,P1014,1,184.2,10,in_store,Y
20260716-0051,2026-07-16,S007,P1025,2,124.6,0,in_store,Y
20260716-0052,2026-07-16,S003,P1051,2,360.53,15,in_store,Y
20260716-0053,2026-07-16,S005,P1074,2,191.7,0,pickup,Y
20260716-0054,2026-07-16,S007,P1001,1,130.82,0,pickup,Y
20260716-0055,2026-07-16,S007,P1062,1,170.69,0,in_store,Y
20260716-0056,2026-07-16,S005,P1070,4,202.52,0,ship_from_store,Y
20260716-0057,2026-07-16,S004,P1041,2,46.41,15,ship_from_store,Y
20260716-0058,2026-07-16,S004,P1045,2,296.15,15,ship_from_store,Y
20260716-0059,2026-07-16,S003,P1010,2,524.81,5,in_store,Y
20260716-0060,2026-07-16,S001,P1040,1,92.49,15,in_store,Y
20260716-0061,2026-07-16,S007,P1073,1,125.32,0,pickup,N
20260716-0062,2026-07-16,S007,P1074,1,191.7,0,in_store,Y
20260716-0063,2026-07-16,S001,P1033,1,151.57,20,in_store,Y
20260716-0064,2026-07-16,S004,P1026,3,117.36,10,in_store,Y
20260716-0065,2026-07-16,S001,P1007,3,112.42,0,in_store,N
20260716-0066,2026-07-16,S002,P1074,1,153.36,20,in_store,N
20260716-0067,2026-07-16,S007,P1078,1,131.72,10,in_store,Y
20260716-0068,2026-07-16,S007,P1011,2,119.76,10,in_store,Y
20260716-0069,2026-07-16,S005,P1036,1,126.18,20,pickup,Y
20260716-0070,2026-07-16,S001,P1042,1,109.49,5,in_store,Y
20260716-0071,2026-07-16,S003,P1043,1,241.0,0,pickup,Y
20260716-0072,2026-07-16,S002,P1015,1,191.87,0,in_store,Y
20260716-0073,2026-07-16,S001,P1038,1,196.88,0,in_store,Y
20260716-0074,2026-07-16,S008,P1013,2,92.52,5,ship_from_store,Y
20260716-0075,2026-07-16,S007,P1057,1,410.17,0,in_store,Y
20260716-0076,2026-07-16,S005,P1004,2,98.91,10,in_store,Y
20260716-0077,2026-07-16,S003,P1001,4,124.28,5,in_store,N
20260716-0078,2026-07-16,S008,P1014,2,163.74,20,in_store,Y
20260716-0079,2026-07-16,S007,P1010,1,497.19,10,ship_from_store,N
20260716-0080,2026-07-16,S008,P1058,4,237.23,10,in_store,Y
20260716-0081,2026-07-16,S007,P1014,3,163.74,20,pickup,Y
20260716-0082,2026-07-16,S001,P1009,2,109.5,5,pickup,Y
20260716-0083,2026-07-16,S002,P1036,1,149.83,5,in_store,Y
