order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260723-0001,2026-07-23,S001,P1017,1,51.7,20,in_store,N
20260723-0002,2026-07-23,S001,P1040,2,87.05,20,ship_from_store,Y
20260723-0003,2026-07-23,S001,P1031,4,156.18,10,in_store,Y
20260723-0004,2026-07-23,S002,P1046,1,233.42,0,ship_from_store,Y
20260723-0005,2026-07-23,S008,P1056,2,136.81,5,in_store,Y
20260723-0006,2026-07-23,S006,P1033,3,151.57,20,in_store,Y
20260723-0007,2026-07-23,S004,P1008,2,157.95,10,ship_from_store,Y
20260723-0008,2026-07-23,S001,P1012,1,123.66,0,ship_from_store,Y
20260723-0009,2026-07-23,S006,P1047,2,48.36,15,pickup,Y
20260723-0010,2026-07-23,S008,P1062,2,153.62,10,in_store,Y
20260723-0011,2026-07-23,S006,P1033,2,179.99,5,in_store,N
20260723-0012,2026-07-23,S003,P1045,2,348.41,0,in_store,Y
20260723-0013,2026-07-23,S003,P1073,1,106.52,15,in_store,N
20260723-0014,2026-07-23,S003,P1014,1,173.97,15,pickup,Y
20260723-0015,2026-07-23,S002,P1020,2,200.91,5,pickup,Y
20260723-0016,2026-07-23,S008,P1064,1,553.01,10,in_store,Y
20260723-0017,2026-07-23,S007,P1036,4,126.18,20,pickup,N
20260723-0018,2026-07-23,S004,P1006,1,53.11,5,pickup,Y
20260723-0019,2026-07-23,S003,P1029,1,100.74,20,pickup,N
20260723-0020,2026-07-23,S006,P1021,4,62.68,15,in_store,Y
20260723-0021,2026-07-23,S003,P1060,1,154.39,0,pickup,Y
20260723-0022,2026-07-23,S003,P1072,4,114.15,15,pickup,Y
20260723-0023,2026-07-23,S005,P1075,4,156.96,5,in_store,N
20260723-0024,2026-07-23,S002,P1050,2,75.31,0,in_store,N
20260723-0025,2026-07-23,S002,P1036,2,157.72,0,pickup,N
20260723-0026,2026-07-23,S007,P1061,1,125.66,15,in_store,Y
20260723-0027,2026-07-23,S001,P1040,1,97.93,10,in_store,Y
20260723-0028,2026-07-23,S003,P1044,1,151.4,20,in_store,Y
20260723-0029,2026-07-23,S005,P1038,1,196.88,0,in_store,Y
20260723-0030,2026-07-23,S007,P1057,1,410.17,0,ship_from_store,Y
20260723-0031,2026-07-23,S005,P1008,1,157.95,10,in_store,Y
20260723-0032,2026-07-23,S002,P1038,2,157.5,20,pickup,Y
20260723-0033,2026-07-23,S001,P1071,3,121.81,15,in_store,Y
20260723-0034,2026-07-23,S006,P1054,1,70.68,0,pickup,Y
20260723-0035,2026-07-23,S008,P1038,1,196.88,0,pickup,Y
20260723-0036,2026-07-23,S006,P1001,1,124.28,5,ship_from_store,Y
20260723-0037,2026-07-23,S007,P1026,4,130.4,0,ship_from_store,Y
20260723-0038,2026-07-23,S003,P1029,2,100.74,20,in_store,Y
20260723-0039,2026-07-23,S005,P1029,2,107.04,15,in_store,Y
20260723-0040,2026-07-23,S005,P1074,2,191.7,0,ship_from_store,Y
20260723-0041,2026-07-23,S007,P1054,3,60.08,15,ship_from_store,Y
20260723-0042,2026-07-23,S004,P1073,1,112.79,10,pickup,Y
20260723-0043,2026-07-23,S006,P1058,3,224.05,15,in_store,Y
20260723-0044,2026-07-23,S004,P1030,1,126.26,0,pickup,Y
20260723-0045,2026-07-23,S002,P1006,4,55.91,0,pickup,Y
20260723-0046,2026-07-23,S006,P1075,4,156.96,5,pickup,Y
20260723-0047,2026-07-23,S002,P1016,2,538.98,15,in_store,Y
20260723-0048,2026-07-23,S003,P1017,3,58.17,10,in_store,N
20260723-0049,2026-07-23,S002,P1079,2,217.78,15,ship_from_store,Y
20260723-0050,2026-07-23,S007,P1009,1,97.97,15,ship_from_store,N
20260723-0051,2026-07-23,S004,P1017,1,51.7,20,ship_from_store,Y
20260723-0052,2026-07-23,S003,P1042,1,103.73,10,ship_from_store,N
20260723-0053,2026-07-23,S004,P1056,1,144.01,0,in_store,N
20260723-0054,2026-07-23,S007,P1016,2,602.39,5,in_store,Y
20260723-0055,2026-07-23,S003,P1041,2,46.41,15,in_store,N
20260723-0056,2026-07-23,S003,P1004,2,109.9,0,pickup,Y
20260723-0057,2026-07-23,S001,P1020,1,169.18,20,in_store,Y
20260723-0058,2026-07-23,S005,P1033,1,161.04,15,in_store,Y
20260723-0059,2026-07-23,S003,P1040,2,108.81,0,in_store,Y
20260723-0060,2026-07-23,S004,P1080,1,128.7,10,pickup,Y
20260723-0061,2026-07-23,S001,P1050,1,75.31,0,ship_from_store,Y
20260723-0062,2026-07-23,S003,P1035,4,140.34,5,ship_from_store,Y
20260723-0063,2026-07-23,S003,P1045,2,313.57,10,ship_from_store,Y
20260723-0064,2026-07-23,S001,P1076,1,617.47,10,in_store,N
20260723-0065,2026-07-23,S005,P1038,2,196.88,0,ship_from_store,Y
20260723-0066,2026-07-23,S004,P1032,2,174.67,10,in_store,Y
20260723-0067,2026-07-23,S005,P1061,1,125.66,15,ship_from_store,Y
20260723-0068,2026-07-23,S003,P1040,4,97.93,10,ship_from_store,Y
20260723-0069,2026-07-23,S002,P1070,1,202.52,0,in_store,Y
20260723-0070,2026-07-23,S006,P1006,2,53.11,5,in_store,N
20260723-0071,2026-07-23,S003,P1006,1,50.32,10,in_store,Y
