order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260720-0001,2026-07-20,S006,P1055,2,222.06,20,pickup,Y
20260720-0002,2026-07-20,S005,P1042,1,92.2,20,in_store,N
20260720-0003,2026-07-20,S002,P1010,2,497.19,10,pickup,Y
20260720-0004,2026-07-20,S003,P1015,1,191.87,0,pickup,Y
20260720-0005,2026-07-20,S002,P1004,2,104.41,5,pickup,Y
20260720-0006,2026-07-20,S008,P1065,3,112.86,0,in_store,Y
20260720-0007,2026-07-20,S001,P1048,4,70.28,0,ship_from_store,Y
20260720-0008,2026-07-20,S006,P1054,2,70.68,0,in_store,Y
20260720-0009,2026-07-20,S006,P1035,2,118.18,20,in_store,Y
20260720-0010,2026-07-20,S008,P1007,1,112.42,0,in_store,N
20260720-0011,2026-07-20,S001,P1025,1,112.14,10,in_store,Y
20260720-0012,2026-07-20,S003,P1060,1,154.39,0,ship_from_store,Y
20260720-0013,2026-07-20,S006,P1044,3,151.4,20,pickup,Y
20260720-0014,2026-07-20,S001,P1022,1,388.71,0,ship_from_store,Y
20260720-0015,2026-07-20,S008,P1006,4,47.52,15,pickup,Y
20260720-0016,2026-07-20,S006,P1011,2,133.07,0,pickup,Y
20260720-0017,2026-07-20,S001,P1041,4,43.68,20,in_store,Y
20260720-0018,2026-07-20,S006,P1069,2,217.91,15,ship_from_store,Y
20260720-0019,2026-07-20,S003,P1019,3,178.99,0,ship_from_store,Y
20260720-0020,2026-07-20,S006,P1059,1,105.5,0,in_store,Y
20260720-0021,2026-07-20,S006,P1037,2,73.4,20,in_store,Y
20260720-0022,2026-07-20,S008,P1035,3,132.96,10,pickup,Y
20260720-0023,2026-07-20,S006,P1045,2,330.99,5,in_store,Y
20260720-0024,2026-07-20,S008,P1072,3,107.43,20,ship_from_store,Y
20260720-0025,2026-07-20,S006,P1065,1,112.86,0,pickup,Y
20260720-0026,2026-07-20,S001,P1020,1,179.76,15,in_store,Y
20260720-0027,2026-07-20,S004,P1068,3,80.92,0,in_store,N
20260720-0028,2026-07-20,S004,P1057,2,410.17,0,in_store,Y
20260720-0029,2026-07-20,S001,P1034,4,143.53,15,pickup,Y
20260720-0030,2026-07-20,S008,P1020,1,211.48,0,pickup,Y
20260720-0031,2026-07-20,S002,P1029,1,113.34,10,ship_from_store,Y
20260720-0032,2026-07-20,S002,P1053,1,108.53,0,pickup,N
20260720-0033,2026-07-20,S006,P1066,1,83.9,20,in_store,Y
20260720-0034,2026-07-20,S008,P1004,1,109.9,0,pickup,Y
20260720-0035,2026-07-20,S006,P1042,3,109.49,5,pickup,Y
20260720-0036,2026-07-20,S007,P1070,4,192.39,5,in_store,Y
20260720-0037,2026-07-20,S003,P1055,3,277.57,0,ship_from_store,Y
20260720-0038,2026-07-20,S001,P1080,1,143.0,0,in_store,Y
20260720-0039,2026-07-20,S002,P1076,1,686.08,0,in_store,Y
20260720-0040,2026-07-20,S001,P1038,2,157.5,20,pickup,Y
20260720-0041,2026-07-20,S003,P1065,4,112.86,0,in_store,N
20260720-0042,2026-07-20,S004,P1067,1,213.58,20,in_store,Y
20260720-0043,2026-07-20,S003,P1068,2,68.78,15,pickup,Y
20260720-0044,2026-07-20,S004,P1068,1,68.78,15,in_store,Y
20260720-0045,2026-07-20,S008,P1033,1,161.04,15,ship_from_store,N
20260720-0046,2026-07-20,S002,P1067,3,266.98,0,pickup,Y
20260720-0047,2026-07-20,S005,P1031,4,156.18,10,in_store,Y
20260720-0048,2026-07-20,S003,P1030,3,126.26,0,in_store,Y
20260720-0049,2026-07-20,S001,P1011,3,133.07,0,in_store,Y
20260720-0050,2026-07-20,S004,P1036,4,134.06,15,ship_from_store,Y
20260720-0051,2026-07-20,S006,P1031,1,147.5,15,in_store,Y
20260720-0052,2026-07-20,S006,P1022,4,369.27,5,in_store,Y
20260720-0053,2026-07-20,S002,P1002,2,203.43,0,in_store,Y
20260720-0054,2026-07-20,S002,P1024,1,90.59,0,in_store,Y
20260720-0055,2026-07-20,S006,P1001,1,130.82,0,in_store,Y
20260720-0056,2026-07-20,S007,P1064,2,491.56,20,in_store,N
20260720-0057,2026-07-20,S003,P1023,1,141.44,0,pickup,N
20260720-0058,2026-07-20,S008,P1050,2,67.78,10,pickup,Y
20260720-0059,2026-07-20,S005,P1049,4,222.01,0,ship_from_store,Y
20260720-0060,2026-07-20,S004,P1071,1,143.3,0,pickup,N
20260720-0061,2026-07-20,S008,P1051,3,424.15,0,in_store,Y
20260720-0062,2026-07-20,S006,P1001,1,130.82,0,in_store,Y
20260720-0063,2026-07-20,S003,P1026,1,117.36,10,in_store,Y
20260720-0064,2026-07-20,S008,P1004,3,87.92,20,in_store,N
20260720-0065,2026-07-20,S004,P1060,1,154.39,0,in_store,Y
20260720-0066,2026-07-20,S005,P1034,1,160.42,5,in_store,Y
20260720-0067,2026-07-20,S002,P1064,2,614.45,0,in_store,N
20260720-0068,2026-07-20,S003,P1078,3,117.08,20,ship_from_store,Y
20260720-0069,2026-07-20,S002,P1068,2,72.83,10,in_store,Y
20260720-0070,2026-07-20,S002,P1013,1,77.91,20,in_store,Y
20260720-0071,2026-07-20,S005,P1026,1,130.4,0,pickup,Y
20260720-0072,2026-07-20,S004,P1061,2,147.84,0,in_store,Y
