order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260804-0001,2026-08-04,S006,NP5026,3,128.7,0,in_store,Y
20260804-0002,2026-08-04,S002,NP5008,2,148.91,15,in_store,Y
20260804-0003,2026-08-04,S001,NP5018,1,135.15,10,in_store,Y
20260804-0004,2026-08-04,S004,NP5068,2,86.31,0,in_store,Y
20260804-0005,2026-08-04,S008,NP5051,1,364.67,15,in_store,N
20260804-0006,2026-08-04,S008,NP5007,2,87.27,20,in_store,N
20260804-0007,2026-08-04,S007,NP5044,2,155.01,20,in_store,N
20260804-0008,2026-08-04,S001,NP5064,1,590.11,10,in_store,Y
20260804-0009,2026-08-04,S004,NP5041,1,53.54,0,pickup,Y
20260804-0010,2026-08-04,S001,NP5050,1,63.27,15,in_store,N
20260804-0011,2026-08-04,S006,NP5047,1,58.07,0,pickup,Y
20260804-0012,2026-08-04,S001,NP5025,4,115.3,5,in_store,Y
20260804-0013,2026-08-04,S005,NP5064,2,655.68,0,in_store,Y
20260804-0014,2026-08-04,S003,NP5042,1,101.12,10,in_store,Y
20260804-0015,2026-08-04,S002,NP5063,1,61.78,20,in_store,Y
20260804-0016,2026-08-04,S003,NP5025,1,121.37,0,pickup,Y
20260804-0017,2026-08-04,S008,NP5048,2,72.7,0,in_store,N
20260804-0018,2026-08-04,S001,NP5072,1,795.23,0,in_store,Y
20260804-0019,2026-08-04,S004,NP5037,2,89.38,0,in_store,Y
20260804-0020,2026-08-04,S005,NP5061,4,154.19,0,in_store,Y
20260804-0021,2026-08-04,S002,NP5027,1,83.82,10,ship_from_store,Y
20260804-0022,2026-08-04,S007,NP5044,2,155.01,20,ship_from_store,N
20260804-0023,2026-08-04,S003,NP5028,1,503.25,20,ship_from_store,N
20260804-0024,2026-08-04,S008,NP5031,1,171.54,0,in_store,N
20260804-0025,2026-08-04,S005,NP5005,1,95.51,15,ship_from_store,Y
20260804-0026,2026-08-04,S004,NP5014,1,201.48,5,in_store,N
20260804-0027,2026-08-04,S005,NP5008,1,175.19,0,in_store,Y
20260804-0028,2026-08-04,S002,NP5026,4,128.7,0,ship_from_store,Y
20260804-0029,2026-08-04,S003,NP5048,2,69.06,5,in_store,Y
20260804-0030,2026-08-04,S004,NP5032,1,200.43,0,ship_from_store,N
20260804-0031,2026-08-04,S005,NP5002,4,195.29,5,in_store,Y
20260804-0032,2026-08-04,S007,NP5050,1,70.72,5,pickup,Y
20260804-0033,2026-08-04,S006,NP5068,3,81.99,5,pickup,Y
20260804-0034,2026-08-04,S003,NP5009,2,118.72,0,in_store,Y
20260804-0035,2026-08-04,S002,NP5052,1,378.16,0,in_store,Y
20260804-0036,2026-08-04,S005,NP5027,1,93.13,0,pickup,Y
20260804-0037,2026-08-04,S005,NP5053,2,111.73,0,ship_from_store,N
20260804-0038,2026-08-04,S003,NP5031,4,162.96,5,ship_from_store,Y
20260804-0039,2026-08-04,S002,NP5018,2,150.17,0,ship_from_store,Y
20260804-0040,2026-08-04,S004,NP5004,3,103.51,5,pickup,Y
20260804-0041,2026-08-04,S008,NP5066,1,100.98,0,ship_from_store,Y
20260804-0042,2026-08-04,S002,NP5025,1,121.37,0,in_store,N
20260804-0043,2026-08-04,S008,NP5023,1,144.84,0,in_store,Y
20260804-0044,2026-08-04,S004,NP5042,2,112.36,0,in_store,Y
20260804-0045,2026-08-04,S003,NP5028,4,629.06,0,in_store,N
20260804-0046,2026-08-04,S001,NP5010,1,555.58,0,in_store,N
20260804-0047,2026-08-04,S004,NP5070,1,121.73,15,ship_from_store,Y
20260804-0048,2026-08-04,S001,NP5042,1,112.36,0,in_store,N
20260804-0049,2026-08-04,S003,NP5040,1,102.14,5,in_store,Y
20260804-0050,2026-08-04,S006,NP5045,2,343.55,0,pickup,N
20260804-0051,2026-08-04,S003,NP5070,2,136.05,5,pickup,Y
20260804-0052,2026-08-04,S005,NP5010,1,500.02,10,ship_from_store,Y
20260804-0053,2026-08-04,S005,NP5057,1,399.61,0,in_store,Y
20260804-0054,2026-08-04,S003,NP5055,2,265.51,5,in_store,N
20260804-0055,2026-08-04,S002,NP5042,4,112.36,0,in_store,Y
20260804-0056,2026-08-04,S003,NP5044,1,184.07,5,ship_from_store,Y
20260804-0057,2026-08-04,S004,NP5036,3,148.63,5,in_store,Y
20260804-0058,2026-08-04,S006,NP5066,1,85.83,15,in_store,N
20260804-0059,2026-08-04,S002,NP5001,2,116.79,10,pickup,Y
20260804-0060,2026-08-04,S003,NP5032,1,200.43,0,in_store,Y
20260804-0061,2026-08-04,S001,NP5052,2,359.25,5,pickup,Y
20260804-0062,2026-08-04,S008,NP5015,4,181.2,5,in_store,Y
20260804-0063,2026-08-04,S004,NP5075,4,274.77,0,pickup,Y
20260804-0064,2026-08-04,S006,NP5017,2,60.12,5,ship_from_store,Y
20260804-0065,2026-08-04,S007,NP5034,3,168.67,0,pickup,Y
20260804-0066,2026-08-04,S002,NP5040,2,107.52,0,in_store,Y
20260804-0067,2026-08-04,S005,NP5050,3,63.27,15,in_store,N
20260804-0068,2026-08-04,S004,NP5046,2,217.46,5,pickup,Y
20260804-0069,2026-08-04,S005,NP5012,2,120.05,0,ship_from_store,Y
20260804-0070,2026-08-04,S002,NP5024,1,79.53,10,in_store,Y
20260804-0071,2026-08-04,S003,NP5020,2,186.65,10,ship_from_store,Y
20260804-0072,2026-08-04,S006,NP5045,2,274.84,20,in_store,Y
20260804-0073,2026-08-04,S001,NP5052,4,378.16,0,in_store,Y
20260804-0074,2026-08-04,S006,NP5020,3,176.28,15,in_store,Y
20260804-0075,2026-08-04,S006,NP5028,1,629.06,0,in_store,Y
20260804-0076,2026-08-04,S004,NP5072,2,795.23,0,pickup,Y
20260804-0077,2026-08-04,S005,NP5064,3,655.68,0,in_store,Y
20260804-0078,2026-08-04,S003,NP5053,2,89.38,20,in_store,Y
20260804-0079,2026-08-04,S007,NP5008,2,157.67,10,in_store,Y
20260804-0080,2026-08-04,S004,NP5056,2,119.03,20,in_store,Y
20260804-0081,2026-08-04,S003,NP5020,1,207.39,0,ship_from_store,Y
20260804-0082,2026-08-04,S008,NP5059,1,92.57,15,in_store,Y
20260804-0083,2026-08-04,S005,NP5066,4,80.78,20,in_store,Y
20260804-0084,2026-08-04,S002,NP5044,4,164.7,15,in_store,Y
20260804-0085,2026-08-04,S005,NP5013,1,79.54,20,in_store,N
20260804-0086,2026-08-04,S006,NP5069,1,221.25,0,in_store,Y
20260804-0087,2026-08-04,S005,NP5012,2,108.05,10,in_store,Y
20260804-0088,2026-08-04,S001,NP5021,2,73.7,0,ship_from_store,Y
20260804-0089,2026-08-04,S004,NP5069,4,188.06,15,in_store,N
20260804-0090,2026-08-04,S007,NP5054,3,58.13,20,ship_from_store,N
