order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260814-0001,2026-08-14,S001,NP5024,2,75.11,15,in_store,Y
20260814-0002,2026-08-14,S002,NP5042,1,101.12,10,in_store,Y
20260814-0003,2026-08-14,S008,NP5009,4,112.78,5,in_store,N
20260814-0004,2026-08-14,S004,NP5005,2,95.51,15,in_store,Y
20260814-0005,2026-08-14,S002,NP5025,3,121.37,0,in_store,Y
20260814-0006,2026-08-14,S001,NP5002,3,205.57,0,ship_from_store,Y
20260814-0007,2026-08-14,S001,NP5008,3,175.19,0,in_store,Y
20260814-0008,2026-08-14,S006,NP5002,3,164.46,20,in_store,Y
20260814-0009,2026-08-14,S004,NP5057,2,319.69,20,pickup,Y
20260814-0010,2026-08-14,S008,NP5009,2,106.85,10,ship_from_store,Y
20260814-0011,2026-08-14,S004,NP5074,2,139.14,15,in_store,Y
20260814-0012,2026-08-14,S004,NP5021,1,73.7,0,in_store,Y
20260814-0013,2026-08-14,S004,NP5067,4,222.8,10,in_store,Y
20260814-0014,2026-08-14,S006,NP5026,2,128.7,0,ship_from_store,Y
20260814-0015,2026-08-14,S001,NP5055,2,223.58,20,pickup,N
20260814-0016,2026-08-14,S004,NP5007,2,87.27,20,in_store,Y
20260814-0017,2026-08-14,S003,NP5021,1,70.02,5,in_store,Y
20260814-0018,2026-08-14,S004,NP5010,1,472.24,15,in_store,Y
20260814-0019,2026-08-14,S003,NP5047,2,46.46,20,in_store,N
20260814-0020,2026-08-14,S005,NP5049,4,223.44,0,in_store,Y
20260814-0021,2026-08-14,S005,NP5030,1,109.28,15,pickup,Y
20260814-0022,2026-08-14,S003,NP5029,2,116.31,5,ship_from_store,N
20260814-0023,2026-08-14,S002,NP5025,1,109.23,10,in_store,Y
20260814-0024,2026-08-14,S006,NP5076,4,133.55,15,in_store,N
20260814-0025,2026-08-14,S004,NP5022,4,368.13,5,pickup,Y
20260814-0026,2026-08-14,S005,NP5043,2,189.93,20,in_store,Y
20260814-0027,2026-08-14,S004,NP5003,1,397.47,10,pickup,Y
20260814-0028,2026-08-14,S008,NP5037,1,71.5,20,pickup,Y
20260814-0029,2026-08-14,S002,NP5051,1,343.22,20,pickup,N
20260814-0030,2026-08-14,S006,NP5007,2,109.09,0,in_store,N
20260814-0031,2026-08-14,S006,NP5050,2,74.44,0,ship_from_store,N
20260814-0032,2026-08-14,S007,NP5073,3,91.38,0,pickup,N
20260814-0033,2026-08-14,S008,NP5038,1,178.36,10,in_store,Y
20260814-0034,2026-08-14,S002,NP5028,3,534.7,15,in_store,Y
20260814-0035,2026-08-14,S003,NP5051,3,429.02,0,in_store,Y
20260814-0036,2026-08-14,S004,NP5003,2,397.47,10,ship_from_store,Y
20260814-0037,2026-08-14,S008,NP5037,4,89.38,0,pickup,Y
20260814-0038,2026-08-14,S001,NP5013,2,99.43,0,ship_from_store,Y
20260814-0039,2026-08-14,S006,NP5070,1,143.21,0,in_store,Y
20260814-0040,2026-08-14,S001,NP5037,1,84.91,5,ship_from_store,Y
20260814-0041,2026-08-14,S007,NP5014,1,212.08,0,in_store,Y
20260814-0042,2026-08-14,S002,NP5054,4,72.66,0,in_store,Y
20260814-0043,2026-08-14,S003,NP5024,2,75.11,15,pickup,N
20260814-0044,2026-08-14,S001,NP5068,1,86.31,0,in_store,Y
20260814-0045,2026-08-14,S004,NP5002,2,174.73,15,in_store,N
20260814-0046,2026-08-14,S001,NP5056,3,148.79,0,in_store,Y
20260814-0047,2026-08-14,S002,NP5076,1,133.55,15,in_store,Y
20260814-0048,2026-08-14,S001,NP5074,1,130.96,20,in_store,Y
20260814-0049,2026-08-14,S004,NP5022,2,310.01,20,pickup,Y
20260814-0050,2026-08-14,S001,NP5015,1,171.67,10,ship_from_store,Y
20260814-0051,2026-08-14,S007,NP5054,3,72.66,0,in_store,Y
20260814-0052,2026-08-14,S001,NP5025,1,97.1,20,ship_from_store,N
20260814-0053,2026-08-14,S002,NP5009,4,118.72,0,in_store,Y
20260814-0054,2026-08-14,S005,NP5008,1,140.15,20,pickup,Y
20260814-0055,2026-08-14,S008,NP5027,1,93.13,0,pickup,Y
20260814-0056,2026-08-14,S008,NP5026,2,128.7,0,ship_from_store,Y
20260814-0057,2026-08-14,S007,NP5009,3,112.78,5,in_store,Y
20260814-0058,2026-08-14,S006,NP5015,1,152.59,20,pickup,Y
20260814-0059,2026-08-14,S003,NP5067,1,247.56,0,in_store,Y
20260814-0060,2026-08-14,S004,NP5027,1,93.13,0,in_store,Y
20260814-0061,2026-08-14,S001,NP5017,4,63.28,0,pickup,Y
20260814-0062,2026-08-14,S003,NP5047,4,58.07,0,in_store,N
20260814-0063,2026-08-14,S002,NP5068,1,73.36,15,ship_from_store,N
20260814-0064,2026-08-14,S004,NP5045,2,343.55,0,in_store,Y
20260814-0065,2026-08-14,S001,NP5052,3,340.34,10,ship_from_store,Y
20260814-0066,2026-08-14,S002,NP5059,3,108.91,0,pickup,Y
20260814-0067,2026-08-14,S004,NP5015,2,190.74,0,in_store,Y
20260814-0068,2026-08-14,S006,NP5042,1,112.36,0,ship_from_store,Y
20260814-0069,2026-08-14,S003,NP5040,2,96.77,10,pickup,Y
20260814-0070,2026-08-14,S008,NP5024,1,88.37,0,ship_from_store,N
20260814-0071,2026-08-14,S002,NP5012,2,102.04,15,in_store,Y
20260814-0072,2026-08-14,S007,NP5061,4,131.06,15,in_store,N
20260814-0073,2026-08-14,S006,NP5038,1,158.54,20,in_store,Y
20260814-0074,2026-08-14,S007,NP5075,4,219.82,20,pickup,N
20260814-0075,2026-08-14,S004,NP5040,4,91.39,15,in_store,N
20260814-0076,2026-08-14,S002,NP5028,4,503.25,20,in_store,Y
20260814-0077,2026-08-14,S002,NP5066,3,85.83,15,in_store,N
20260814-0078,2026-08-14,S008,NP5029,3,104.07,15,ship_from_store,Y
20260814-0079,2026-08-14,S004,NP5017,1,63.28,0,in_store,Y
20260814-0080,2026-08-14,S006,NP5032,3,190.41,5,in_store,Y
20260814-0081,2026-08-14,S003,NP5065,4,107.67,0,in_store,N
20260814-0082,2026-08-14,S003,NP5067,2,210.43,15,pickup,Y
20260814-0083,2026-08-14,S003,NP5053,1,94.97,15,in_store,Y
20260814-0084,2026-08-14,S007,NP5074,1,139.14,15,pickup,N
20260814-0085,2026-08-14,S007,NP5004,4,108.96,0,in_store,Y
20260814-0086,2026-08-14,S003,NP5031,2,137.23,20,in_store,Y
20260814-0087,2026-08-14,S005,NP5038,1,188.27,5,in_store,Y
20260814-0088,2026-08-14,S008,NP5002,2,164.46,20,pickup,Y
20260814-0089,2026-08-14,S004,NP5046,2,228.91,0,in_store,Y
20260814-0090,2026-08-14,S001,NP5058,4,287.12,0,in_store,Y
20260814-0091,2026-08-14,S001,NP5022,2,348.76,10,in_store,N
20260814-0092,2026-08-14,S005,NP5008,2,166.43,5,in_store,Y
20260814-0093,2026-08-14,S005,NP5057,1,399.61,0,in_store,Y
20260814-0094,2026-08-14,S001,NP5058,3,258.41,10,in_store,N
20260814-0095,2026-08-14,S004,NP5015,1,152.59,20,pickup,Y
20260814-0096,2026-08-14,S001,NP5025,3,115.3,5,ship_from_store,N
20260814-0097,2026-08-14,S001,NP5001,1,116.79,10,in_store,Y
20260814-0098,2026-08-14,S008,NP5036,2,156.45,0,ship_from_store,Y
20260814-0099,2026-08-14,S006,NP5069,4,199.12,10,in_store,N
20260814-0100,2026-08-14,S003,NP5038,2,198.18,0,ship_from_store,N
20260814-0101,2026-08-14,S008,NP5043,4,237.41,0,pickup,N
20260814-0102,2026-08-14,S002,NP5007,2,109.09,0,ship_from_store,N
20260814-0103,2026-08-14,S003,NP5019,2,179.93,0,in_store,Y
20260814-0104,2026-08-14,S001,NP5060,2,149.99,10,in_store,Y
20260814-0105,2026-08-14,S003,NP5014,4,169.66,20,ship_from_store,Y
20260814-0106,2026-08-14,S003,NP5063,1,77.22,0,in_store,N
20260814-0107,2026-08-14,S006,NP5043,2,201.8,15,in_store,N
20260814-0108,2026-08-14,S004,NP5007,3,109.09,0,ship_from_store,Y
20260814-0109,2026-08-14,S008,NP5060,3,158.32,5,pickup,N
20260814-0110,2026-08-14,S002,NP5045,1,343.55,0,in_store,Y
20260814-0111,2026-08-14,S007,NP5024,3,88.37,0,in_store,N
20260814-0112,2026-08-14,S003,NP5075,2,247.29,10,pickup,N
20260814-0113,2026-08-14,S008,NP5046,1,183.13,20,in_store,Y
20260814-0114,2026-08-14,S008,NP5013,1,99.43,0,in_store,Y
20260814-0115,2026-08-14,S002,NP5007,3,98.18,10,in_store,N
20260814-0116,2026-08-14,S004,NP5031,1,171.54,0,in_store,N
20260814-0117,2026-08-14,S007,NP5045,2,326.37,5,in_store,Y
20260814-0118,2026-08-14,S004,NP5059,2,108.91,0,in_store,Y
20260814-0119,2026-08-14,S005,NP5038,2,198.18,0,pickup,Y
20260814-0120,2026-08-14,S006,NP5052,2,378.16,0,ship_from_store,Y
20260814-0121,2026-08-14,S002,NP5003,4,419.55,5,in_store,Y
20260814-0122,2026-08-14,S006,NP5016,2,551.37,15,pickup,Y
20260814-0123,2026-08-14,S002,NP5030,1,109.28,15,in_store,Y
20260814-0124,2026-08-14,S004,NP5072,2,675.95,15,in_store,Y
20260814-0125,2026-08-14,S004,NP5072,1,795.23,0,pickup,Y
20260814-0126,2026-08-14,S002,NP5059,2,92.57,15,in_store,Y
20260814-0127,2026-08-14,S006,NP5063,1,65.64,15,ship_from_store,Y
20260814-0128,2026-08-14,S005,NP5010,4,527.8,5,pickup,Y
20260814-0129,2026-08-14,S004,NP5025,3,97.1,20,in_store,N
20260814-0130,2026-08-14,S002,NP5009,3,94.98,20,in_store,N
20260814-0131,2026-08-14,S006,NP5063,1,61.78,20,pickup,Y
20260814-0132,2026-08-14,S006,NP5074,4,163.7,0,pickup,N
20260814-0133,2026-08-14,S002,NP5008,4,157.67,10,in_store,Y
20260814-0134,2026-08-14,S003,NP5003,2,441.63,0,pickup,Y
20260814-0135,2026-08-14,S007,NP5063,3,61.78,20,in_store,Y
20260814-0136,2026-08-14,S003,NP5076,2,149.26,5,pickup,Y
20260814-0137,2026-08-14,S003,NP5006,4,55.38,0,in_store,Y
