order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260821-0001,2026-08-21,S006,NP5060,2,166.65,0,in_store,Y
20260821-0002,2026-08-21,S003,NP5048,1,65.43,10,pickup,N
20260821-0003,2026-08-21,S002,NP5030,3,128.56,0,in_store,Y
20260821-0004,2026-08-21,S002,NP5068,1,77.68,10,pickup,N
20260821-0005,2026-08-21,S003,NP5061,1,154.19,0,pickup,Y
20260821-0006,2026-08-21,S008,NP5045,3,343.55,0,pickup,Y
20260821-0007,2026-08-21,S001,NP5048,1,61.8,15,in_store,N
20260821-0008,2026-08-21,S008,NP5019,1,152.94,15,ship_from_store,Y
20260821-0009,2026-08-21,S006,NP5038,4,168.45,15,in_store,Y
20260821-0010,2026-08-21,S001,NP5036,2,156.45,0,in_store,Y
20260821-0011,2026-08-21,S007,NP5051,1,429.02,0,in_store,Y
20260821-0012,2026-08-21,S002,NP5013,1,84.52,15,pickup,Y
20260821-0013,2026-08-21,S004,NP5043,1,237.41,0,in_store,Y
20260821-0014,2026-08-21,S002,NP5036,2,132.98,15,in_store,N
20260821-0015,2026-08-21,S002,NP5042,1,89.89,20,in_store,N
20260821-0016,2026-08-21,S004,NP5004,1,108.96,0,in_store,N
20260821-0017,2026-08-21,S001,NP5064,1,655.68,0,in_store,N
20260821-0018,2026-08-21,S001,NP5032,3,200.43,0,in_store,N
20260821-0019,2026-08-21,S003,NP5067,1,247.56,0,in_store,Y
20260821-0020,2026-08-21,S004,NP5054,1,72.66,0,in_store,Y
20260821-0021,2026-08-21,S001,NP5009,4,118.72,0,in_store,Y
20260821-0022,2026-08-21,S008,NP5061,3,131.06,15,in_store,Y
20260821-0023,2026-08-21,S008,NP5039,1,358.39,0,in_store,Y
20260821-0024,2026-08-21,S008,NP5007,1,109.09,0,in_store,Y
20260821-0025,2026-08-21,S001,NP5039,2,304.63,15,in_store,Y
20260821-0026,2026-08-21,S003,NP5005,1,106.75,5,in_store,Y
