order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260712-0001,2026-07-12,S003,P1012,1,117.48,5,in_store,Y
20260712-0002,2026-07-12,S008,P1038,2,196.88,0,in_store,Y
20260712-0003,2026-07-12,S007,P1039,1,312.66,15,ship_from_store,N
20260712-0004,2026-07-12,S002,P1048,1,63.25,10,pickup,Y
20260712-0005,2026-07-12,S004,P1011,2,106.46,20,pickup,Y
20260712-0006,2026-07-12,S001,P1037,1,91.75,0,in_store,Y
20260712-0007,2026-07-12,S005,P1078,1,146.35,0,pickup,Y
20260712-0008,2026-07-12,S001,P1056,1,115.21,20,in_store,Y
20260712-0009,2026-07-12,S005,P1042,1,92.2,20,in_store,Y
20260712-0010,2026-07-12,S005,P1054,2,56.54,20,in_store,Y
20260712-0011,2026-07-12,S003,P1029,3,107.04,15,in_store,N
20260712-0012,2026-07-12,S007,P1072,1,114.15,15,pickup,N
20260712-0013,2026-07-12,S006,P1065,1,112.86,0,in_store,N
20260712-0014,2026-07-12,S002,P1043,1,228.95,5,pickup,Y
20260712-0015,2026-07-12,S006,P1062,2,136.55,20,in_store,Y
20260712-0016,2026-07-12,S005,P1048,4,59.74,15,in_store,N
20260712-0017,2026-07-12,S007,P1032,3,164.97,15,ship_from_store,N
20260712-0018,2026-07-12,S004,P1032,1,155.26,20,in_store,Y
20260712-0019,2026-07-12,S001,P1031,4,164.85,5,pickup,Y
20260712-0020,2026-07-12,S003,P1035,1,125.57,15,in_store,N
20260712-0021,2026-07-12,S005,P1028,1,518.02,20,in_store,Y
20260712-0022,2026-07-12,S001,P1018,1,130.36,15,in_store,Y
20260712-0023,2026-07-12,S004,P1043,3,228.95,5,in_store,Y
20260712-0024,2026-07-12,S005,P1004,1,104.41,5,pickup,Y
20260712-0025,2026-07-12,S006,P1031,2,156.18,10,in_store,Y
20260712-0026,2026-07-12,S001,P1060,3,146.67,5,in_store,Y
20260712-0027,2026-07-12,S003,P1027,3,92.03,0,in_store,Y
