order_id,order_date,store_id,new_product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260730-0001,2026-07-30,S007,NP5066,1,85.83,15,in_store,Y
20260730-0002,2026-07-30,S002,NP5037,3,89.38,0,in_store,Y
20260730-0003,2026-07-30,S002,NP5010,2,500.02,10,in_store,N
20260730-0004,2026-07-30,S001,NP5015,2,162.13,15,in_store,Y
20260730-0005,2026-07-30,S008,NP5021,2,70.02,5,in_store,Y
20260730-0006,2026-07-30,S002,NP5045,1,343.55,0,in_store,N
20260730-0007,2026-07-30,S005,NP5037,2,71.5,20,pickup,Y
20260730-0008,2026-07-30,S007,NP5020,1,176.28,15,in_store,Y
20260730-0009,2026-07-30,S007,NP5003,4,353.3,20,in_store,Y
20260730-0010,2026-07-30,S005,NP5020,1,176.28,15,ship_from_store,N
20260730-0011,2026-07-30,S003,NP5066,1,100.98,0,pickup,Y
20260730-0012,2026-07-30,S002,NP5070,3,128.89,10,ship_from_store,Y
20260730-0013,2026-07-30,S002,NP5016,2,583.8,10,pickup,Y
20260730-0014,2026-07-30,S002,NP5026,4,115.83,10,in_store,Y
20260730-0015,2026-07-30,S002,NP5058,1,244.05,15,ship_from_store,Y
20260730-0016,2026-07-30,S003,NP5007,1,103.64,5,in_store,Y
20260730-0017,2026-07-30,S006,NP5006,1,49.84,10,in_store,N
20260730-0018,2026-07-30,S002,NP5071,1,209.05,5,ship_from_store,Y
20260730-0019,2026-07-30,S008,NP5058,4,244.05,15,in_store,N
20260730-0020,2026-07-30,S008,NP5072,4,795.23,0,in_store,Y
20260730-0021,2026-07-30,S002,NP5075,2,219.82,20,in_store,N
20260730-0022,2026-07-30,S004,NP5009,3,112.78,5,in_store,Y
20260730-0023,2026-07-30,S001,NP5027,1,93.13,0,in_store,Y
20260730-0024,2026-07-30,S007,NP5021,3,62.65,15,in_store,Y
20260730-0025,2026-07-30,S007,NP5014,4,190.87,10,in_store,N
20260730-0026,2026-07-30,S001,NP5047,1,58.07,0,in_store,Y
20260730-0027,2026-07-30,S001,NP5024,4,70.7,20,in_store,N
20260730-0028,2026-07-30,S006,NP5031,3,162.96,5,in_store,Y
20260730-0029,2026-07-30,S008,NP5041,1,53.54,0,in_store,N
20260730-0030,2026-07-30,S007,NP5063,1,77.22,0,ship_from_store,Y
20260730-0031,2026-07-30,S004,NP5002,1,174.73,15,pickup,N
20260730-0032,2026-07-30,S001,NP5014,3,212.08,0,in_store,Y
20260730-0033,2026-07-30,S007,NP5006,1,52.61,5,in_store,N
20260730-0034,2026-07-30,S002,NP5055,3,279.48,0,in_store,Y
20260730-0035,2026-07-30,S008,NP9999,1,133.91,10,ship_from_store,Y
