order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260719-0001,2026-07-19,S007,P1073,1,100.26,20,ship_from_store,Y
20260719-0002,2026-07-19,S006,P1076,1,583.17,15,in_store,Y
20260719-0003,2026-07-19,S006,P1037,4,91.75,0,in_store,Y
20260719-0004,2026-07-19,S001,P1055,3,277.57,0,in_store,Y
20260719-0005,2026-07-19,S003,P1019,1,178.99,0,pickup,Y
20260719-0006,2026-07-19,S001,P1013,1,82.78,15,in_store,Y
20260719-0007,2026-07-19,S005,P1006,1,44.73,20,in_store,Y
20260719-0008,2026-07-19,S008,P1037,1,73.4,20,ship_from_store,Y
20260719-0009,2026-07-19,S008,P1005,1,105.96,5,in_store,Y
20260719-0010,2026-07-19,S006,P1055,4,277.57,0,ship_from_store,Y
20260719-0011,2026-07-19,S004,P1009,2,109.5,5,in_store,Y
20260719-0012,2026-07-19,S002,P1075,1,148.7,10,in_store,Y
20260719-0013,2026-07-19,S007,P1051,2,381.74,10,in_store,Y
20260719-0014,2026-07-19,S004,P1079,1,243.4,5,pickup,Y
20260719-0015,2026-07-19,S005,P1071,3,143.3,0,in_store,Y
20260719-0016,2026-07-19,S003,P1037,1,91.75,0,ship_from_store,Y
20260719-0017,2026-07-19,S005,P1021,4,70.05,5,pickup,N
20260719-0018,2026-07-19,S001,P1024,3,81.53,10,ship_from_store,Y
20260719-0019,2026-07-19,S003,P1007,2,89.94,20,in_store,Y
20260719-0020,2026-07-19,S005,P1027,2,92.03,0,ship_from_store,Y
20260719-0021,2026-07-19,S001,P1056,1,144.01,0,pickup,Y
20260719-0022,2026-07-19,S001,P1064,1,614.45,0,in_store,Y
20260719-0023,2026-07-19,S006,P1035,1,147.73,0,in_store,N
20260719-0024,2026-07-19,S004,P1010,1,552.43,0,in_store,Y
20260719-0025,2026-07-19,S007,P1053,4,97.68,10,ship_from_store,Y
20260719-0026,2026-07-19,S008,P1065,1,112.86,0,in_store,Y
20260719-0027,2026-07-19,S002,P1072,1,134.29,0,pickup,Y
20260719-0028,2026-07-19,S007,P1039,2,367.84,0,in_store,Y
20260719-0029,2026-07-19,S008,P1072,2,134.29,0,pickup,N
20260719-0030,2026-07-19,S004,P1026,2,110.84,15,in_store,N
20260719-0031,2026-07-19,S001,P1014,2,204.67,0,ship_from_store,Y
20260719-0032,2026-07-19,S001,P1018,2,153.36,0,in_store,Y
20260719-0033,2026-07-19,S005,P1007,1,112.42,0,ship_from_store,Y
20260719-0034,2026-07-19,S005,P1037,2,91.75,0,in_store,Y
20260719-0035,2026-07-19,S005,P1042,4,103.73,10,pickup,Y
20260719-0036,2026-07-19,S006,P1006,1,50.32,10,ship_from_store,N
20260719-0037,2026-07-19,S007,P1012,2,117.48,5,pickup,Y
20260719-0038,2026-07-19,S001,P1029,2,113.34,10,in_store,Y
20260719-0039,2026-07-19,S004,P1042,2,103.73,10,pickup,Y
20260719-0040,2026-07-19,S003,P1024,2,86.06,5,ship_from_store,Y
20260719-0041,2026-07-19,S006,P1038,1,187.04,5,pickup,Y
20260719-0042,2026-07-19,S004,P1072,3,134.29,0,in_store,Y
20260719-0043,2026-07-19,S007,P1025,2,124.6,0,in_store,Y
20260719-0044,2026-07-19,S007,P1055,4,249.81,10,ship_from_store,Y
20260719-0045,2026-07-19,S008,P1031,2,138.82,20,in_store,Y
20260719-0046,2026-07-19,S007,P1068,2,64.74,20,in_store,Y
20260719-0047,2026-07-19,S007,P1071,1,136.13,5,in_store,Y
20260719-0048,2026-07-19,S007,P1015,1,153.5,20,pickup,Y
20260719-0049,2026-07-19,S006,P1040,3,87.05,20,ship_from_store,Y
20260719-0050,2026-07-19,S002,P1012,2,111.29,10,in_store,N
20260719-0051,2026-07-19,S008,P1060,4,131.23,15,in_store,Y
20260719-0052,2026-07-19,S007,P1026,4,104.32,20,pickup,N
20260719-0053,2026-07-19,S008,P1025,1,124.6,0,in_store,Y
20260719-0054,2026-07-19,S004,P1052,1,388.91,0,in_store,Y
