order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260718-0001,2026-07-18,S002,P1033,1,170.51,10,pickup,Y
20260718-0002,2026-07-18,S002,P1069,1,256.36,0,pickup,Y
20260718-0003,2026-07-18,S007,P1016,1,602.39,5,in_store,Y
20260718-0004,2026-07-18,S004,P1037,3,91.75,0,in_store,N
20260718-0005,2026-07-18,S001,P1060,1,154.39,0,in_store,Y
20260718-0006,2026-07-18,S002,P1057,3,410.17,0,in_store,Y
20260718-0007,2026-07-18,S003,P1071,4,121.81,15,pickup,Y
20260718-0008,2026-07-18,S006,P1045,1,296.15,15,in_store,N
20260718-0009,2026-07-18,S004,P1027,2,92.03,0,in_store,Y
20260718-0010,2026-07-18,S004,P1026,1,110.84,15,in_store,N
20260718-0011,2026-07-18,S004,P1052,4,388.91,0,in_store,Y
20260718-0012,2026-07-18,S006,P1071,2,136.13,5,in_store,N
20260718-0013,2026-07-18,S008,P1057,4,410.17,0,in_store,Y
20260718-0014,2026-07-18,S006,P1043,4,204.85,15,in_store,Y
20260718-0015,2026-07-18,S001,P1019,1,143.19,20,in_store,Y
20260718-0016,2026-07-18,S006,P1051,1,339.32,20,pickup,N
20260718-0017,2026-07-18,S005,P1003,1,381.63,15,ship_from_store,Y
20260718-0018,2026-07-18,S005,P1036,2,157.72,0,in_store,Y
20260718-0019,2026-07-18,S002,P1006,1,55.91,0,in_store,N
20260718-0020,2026-07-18,S001,P1056,2,144.01,0,in_store,Y
20260718-0021,2026-07-18,S005,P1022,2,330.4,15,in_store,N
20260718-0022,2026-07-18,S002,P1072,1,134.29,0,pickup,Y
20260718-0023,2026-07-18,S005,P1056,1,129.61,10,in_store,N
20260718-0024,2026-07-18,S006,P1046,2,186.74,20,in_store,Y
20260718-0025,2026-07-18,S006,P1021,1,73.74,0,pickup,Y
20260718-0026,2026-07-18,S004,P1035,2,140.34,5,ship_from_store,Y
20260718-0027,2026-07-18,S004,P1003,4,381.63,15,pickup,N
20260718-0028,2026-07-18,S004,P1003,2,448.98,0,in_store,Y
20260718-0029,2026-07-18,S008,P1048,3,70.28,0,in_store,N
20260718-0030,2026-07-18,S007,P1075,2,148.7,10,ship_from_store,Y
20260718-0031,2026-07-18,S008,P1031,1,138.82,20,in_store,N
20260718-0032,2026-07-18,S004,P1073,1,119.05,5,in_store,Y
20260718-0033,2026-07-18,S005,P1009,3,97.97,15,in_store,Y
20260718-0034,2026-07-18,S007,P1026,4,123.88,5,pickup,Y
20260718-0035,2026-07-18,S005,P1036,3,126.18,20,pickup,Y
20260718-0036,2026-07-18,S005,P1070,2,182.27,10,pickup,N
20260718-0037,2026-07-18,S007,P1058,1,224.05,15,pickup,N
20260718-0038,2026-07-18,S003,P1080,2,128.7,10,ship_from_store,Y
20260718-0039,2026-07-18,S002,P1002,1,183.09,10,ship_from_store,Y
20260718-0040,2026-07-18,S004,P1049,4,222.01,0,ship_from_store,N
20260718-0041,2026-07-18,S002,P1014,1,204.67,0,in_store,N
20260718-0042,2026-07-18,S001,P1067,1,253.63,5,in_store,Y
20260718-0043,2026-07-18,S003,P1049,2,222.01,0,ship_from_store,N
20260718-0044,2026-07-18,S003,P1059,1,100.22,5,in_store,Y
20260718-0045,2026-07-18,S003,P1055,2,263.69,5,in_store,N
20260718-0046,2026-07-18,S005,P1029,3,119.63,5,in_store,Y
20260718-0047,2026-07-18,S006,P1024,2,90.59,0,pickup,Y
20260718-0048,2026-07-18,S003,P1045,1,348.41,0,ship_from_store,N
20260718-0049,2026-07-18,S006,P1035,1,147.73,0,pickup,Y
20260718-0050,2026-07-18,S004,P1071,2,128.97,10,in_store,Y
20260718-0051,2026-07-18,S007,P1065,4,112.86,0,in_store,Y
20260718-0052,2026-07-18,S001,P1046,4,210.08,10,in_store,Y
20260718-0053,2026-07-18,S002,P1069,2,230.72,10,in_store,N
20260718-0054,2026-07-18,S008,P1014,1,204.67,0,pickup,N
20260718-0055,2026-07-18,S004,P1064,2,583.73,5,in_store,Y
20260718-0056,2026-07-18,S002,P1028,1,647.52,0,pickup,Y
20260718-0057,2026-07-18,S002,P1021,1,73.74,0,pickup,N
20260718-0058,2026-07-18,S008,P1010,3,497.19,10,ship_from_store,Y
20260718-0059,2026-07-18,S007,P1033,2,189.46,0,in_store,N
20260718-0060,2026-07-18,S006,P1045,2,348.41,0,in_store,Y
20260718-0061,2026-07-18,S004,P1066,4,99.64,5,pickup,Y
20260718-0062,2026-07-18,S008,P1039,2,367.84,0,pickup,Y
20260718-0063,2026-07-18,S003,P1067,2,240.28,10,in_store,Y
20260718-0064,2026-07-18,S003,P1071,1,136.13,5,in_store,Y
20260718-0065,2026-07-18,S002,P1044,2,189.25,0,in_store,Y
20260718-0066,2026-07-18,S001,P1070,3,172.14,15,pickup,Y
20260718-0067,2026-07-18,S004,P1018,3,138.02,10,ship_from_store,Y
20260718-0068,2026-07-18,S003,P1028,4,647.52,0,pickup,N
20260718-0069,2026-07-18,S002,P1056,1,129.61,10,ship_from_store,Y
20260718-0070,2026-07-18,S006,P1011,1,113.11,15,in_store,Y
20260718-0071,2026-07-18,S006,P1077,1,76.12,20,in_store,Y
20260718-0072,2026-07-18,S008,P1064,1,583.73,5,in_store,N
20260718-0073,2026-07-18,S004,P1041,1,46.41,15,ship_from_store,Y
20260718-0074,2026-07-18,S006,P1050,4,75.31,0,pickup,Y
20260718-0075,2026-07-18,S005,P1021,4,66.37,10,in_store,Y
20260718-0076,2026-07-18,S008,P1054,1,56.54,20,in_store,Y
20260718-0077,2026-07-18,S001,P1065,1,107.22,5,in_store,Y
20260718-0078,2026-07-18,S002,P1002,2,162.74,20,in_store,N
20260718-0079,2026-07-18,S006,P1050,3,75.31,0,pickup,N
20260718-0080,2026-07-18,S001,P1014,1,204.67,0,in_store,Y
20260718-0081,2026-07-18,S002,P1055,2,222.06,20,in_store,Y
20260718-0082,2026-07-18,S005,P1001,4,104.66,20,in_store,Y
20260718-0083,2026-07-18,S004,P1060,3,154.39,0,in_store,Y
20260718-0084,2026-07-18,S003,P1006,1,55.91,0,in_store,Y
20260718-0085,2026-07-18,S003,P1024,2,90.59,0,ship_from_store,N
20260718-0086,2026-07-18,S003,P1037,3,77.99,15,ship_from_store,N
20260718-0087,2026-07-18,S003,P1015,2,163.09,15,in_store,Y
20260718-0088,2026-07-18,S008,P1016,1,602.39,5,in_store,Y
20260718-0089,2026-07-18,S003,P1080,1,114.4,20,in_store,Y
20260718-0090,2026-07-18,S004,P1060,1,154.39,0,in_store,N
20260718-0091,2026-07-18,S008,P1008,1,149.17,15,ship_from_store,N
20260718-0092,2026-07-18,S005,P1025,4,105.91,15,in_store,N
20260718-0093,2026-07-18,S004,P1054,1,60.08,15,in_store,Y
20260718-0094,2026-07-18,S006,P1023,1,113.15,20,in_store,Y
20260718-0095,2026-07-18,S002,P1056,2,115.21,20,in_store,Y
20260718-0096,2026-07-18,S006,P1080,2,114.4,20,pickup,Y
20260718-0097,2026-07-18,S006,P1062,2,153.62,10,in_store,N
20260718-0098,2026-07-18,S008,P1026,1,123.88,5,pickup,N
20260718-0099,2026-07-18,S005,P1029,1,100.74,20,pickup,Y
20260718-0100,2026-07-18,S003,P1056,1,136.81,5,in_store,Y
20260718-0101,2026-07-18,S006,P1061,1,147.84,0,in_store,Y
20260718-0102,2026-07-18,S004,P1055,4,263.69,5,in_store,Y
20260718-0103,2026-07-18,S008,P1076,1,583.17,15,in_store,Y
20260718-0104,2026-07-18,S008,P1055,2,277.57,0,ship_from_store,Y
20260718-0105,2026-07-18,S004,P1056,2,144.01,0,pickup,Y
20260718-0106,2026-07-18,S007,P1027,1,92.03,0,pickup,N
